Regiao;Estado;Municipio;Produto;Data da Coleta;Valor de Venda
NE;PE;ARARIPINA;GASOLINA;08/03/22;6,999
NE;PE;ARARIPINA;GASOLINA ADITIVADA;08/03/22;7,099
NE;PE;ARARIPINA;GASOLINA;08/03/22;6,989
NE;PE;CARUARU;ETANOL;08/03/22;5,089
NE;PE;CARUARU;GASOLINA;08/03/22;6,479
NE;PE;CARUARU;GASOLINA ADITIVADA;08/03/22;7,1
NE;PE;CARUARU;ETANOL;08/03/22;5,5
NE;PE;CARUARU;GASOLINA;08/03/22;6,99
NE;PE;CARUARU;ETANOL;08/03/22;5,199
NE;PE;CARUARU;GASOLINA;08/03/22;6,899
NE;PE;CARUARU;GASOLINA ADITIVADA;08/03/22;6,6
NE;PE;CARUARU;ETANOL;08/03/22;5,39
NE;PE;CARUARU;GASOLINA;08/03/22;6,6
NE;PE;CARUARU;GASOLINA ADITIVADA;08/03/22;7,1
NE;PE;CARUARU;ETANOL;08/03/22;5,5
NE;PE;CARUARU;GASOLINA;08/03/22;6,99
NE;PE;CARUARU;ETANOL;08/03/22;5,199
NE;PE;CARUARU;GASOLINA;08/03/22;6,899
NE;PE;GARANHUNS;ETANOL;08/03/22;5,169
NE;PE;GARANHUNS;GASOLINA;08/03/22;6,49
NE;PE;GARANHUNS;GASOLINA ADITIVADA;08/03/22;6,85
NE;PE;GARANHUNS;ETANOL;08/03/22;4,999
NE;PE;GARANHUNS;GASOLINA;08/03/22;6,35
NE;PE;OLINDA;ETANOL;08/03/22;4,99
NE;PE;OLINDA;GASOLINA;08/03/22;6,179
NE;PE;OLINDA;GASOLINA ADITIVADA;08/03/22;6,699
NE;PE;OLINDA;ETANOL;08/03/22;5,099
NE;PE;OLINDA;GASOLINA;08/03/22;6,599
NE;PE;OLINDA;ETANOL;08/03/22;5,099
NE;PE;OLINDA;GASOLINA;08/03/22;6,599
NE;PE;OLINDA;ETANOL;08/03/22;5,249
NE;PE;OLINDA;GASOLINA;08/03/22;6,499
NE;PE;PAULISTA;GASOLINA ADITIVADA;08/03/22;6,94
NE;PE;PAULISTA;ETANOL;08/03/22;5,19
NE;PE;PAULISTA;GASOLINA;08/03/22;6,59
NE;PE;PAULISTA;ETANOL;08/03/22;5,09
NE;PE;PAULISTA;GASOLINA;08/03/22;6,699
NE;PE;PAULISTA;ETANOL;08/03/22;4,899
NE;PE;PAULISTA;GASOLINA;08/03/22;6,399
NE;PE;PAULISTA;ETANOL;08/03/22;4,99
NE;PE;PAULISTA;GASOLINA;08/03/22;6,39
NE;PE;PETROLINA;GASOLINA ADITIVADA;08/03/22;7,54
NE;PE;PETROLINA;ETANOL;08/03/22;5,94
NE;PE;PETROLINA;GASOLINA;08/03/22;7,34
NE;PE;RECIFE;GASOLINA ADITIVADA;08/03/22;6,599
NE;PE;RECIFE;ETANOL;08/03/22;4,999
NE;PE;RECIFE;GASOLINA;08/03/22;6,599
NE;PE;SANTA CRUZ DO CAPIBARIBE;GASOLINA ADITIVADA;08/03/22;7,099
NE;PE;SANTA CRUZ DO CAPIBARIBE;ETANOL;08/03/22;5,689
NE;PE;SANTA CRUZ DO CAPIBARIBE;GASOLINA;08/03/22;6,999
NE;PE;SANTA CRUZ DO CAPIBARIBE;GASOLINA ADITIVADA;08/03/22;6,99
NE;PE;SANTA CRUZ DO CAPIBARIBE;ETANOL;08/03/22;5,48
NE;PE;SANTA CRUZ DO CAPIBARIBE;GASOLINA;08/03/22;6,97
NE;PI;PICOS;GASOLINA ADITIVADA;08/03/22;7,2
NE;PI;PICOS;GASOLINA;08/03/22;7,16
NE;PI;TERESINA;GASOLINA ADITIVADA;08/03/22;6,99
NE;PI;TERESINA;GASOLINA;08/03/22;6,99
NE;PI;TERESINA;GASOLINA ADITIVADA;08/03/22;7,299
NE;PI;TERESINA;ETANOL;08/03/22;5,34
NE;PI;TERESINA;GASOLINA;08/03/22;6,999
NE;PI;TERESINA;ETANOL;08/03/22;5,562
NE;PI;TERESINA;GASOLINA;08/03/22;7,198
NE;PI;TERESINA;GASOLINA ADITIVADA;08/03/22;7,497
NE;PI;TERESINA;ETANOL;08/03/22;5,347
NE;PI;TERESINA;GASOLINA;08/03/22;7,197
NE;PI;TERESINA;GASOLINA ADITIVADA;08/03/22;7,49
NE;PI;TERESINA;ETANOL;08/03/22;5,34
NE;PI;TERESINA;GASOLINA;08/03/22;7,19
NE;PI;TERESINA;GASOLINA ADITIVADA;08/03/22;7,249
NE;PI;TERESINA;GASOLINA;08/03/22;7,099
NE;PI;TERESINA;GASOLINA ADITIVADA;08/03/22;7,15
NE;PI;TERESINA;ETANOL;08/03/22;5,19
NE;PI;TERESINA;GASOLINA;08/03/22;6,96
NE;PI;TERESINA;GASOLINA ADITIVADA;08/03/22;7,497
NE;PI;TERESINA;ETANOL;08/03/22;5,347
NE;PI;TERESINA;GASOLINA;08/03/22;7,197
NE;PI;TERESINA;GASOLINA ADITIVADA;08/03/22;7,16
NE;PI;TERESINA;ETANOL;08/03/22;5,25
NE;PI;TERESINA;GASOLINA;08/03/22;7,16
NE;PI;TERESINA;GASOLINA ADITIVADA;08/03/22;7,19
NE;PI;TERESINA;GASOLINA;08/03/22;7,09
S;PR;CAMPO MOURAO;ETANOL;08/03/22;4,47
S;PR;CAMPO MOURAO;GASOLINA;08/03/22;6,23
S;PR;CAMPO MOURAO;ETANOL;08/03/22;4,47
S;PR;CAMPO MOURAO;GASOLINA;08/03/22;6,21
S;PR;CAMPO MOURAO;GASOLINA ADITIVADA;08/03/22;6,85
S;PR;CAMPO MOURAO;ETANOL;08/03/22;4,69
S;PR;CAMPO MOURAO;GASOLINA;08/03/22;6,79
S;PR;CAMPO MOURAO;ETANOL;08/03/22;4,47
S;PR;CAMPO MOURAO;GASOLINA;08/03/22;6,35
S;PR;PINHAIS;GASOLINA ADITIVADA;08/03/22;6,64
S;PR;PINHAIS;ETANOL;08/03/22;4,77
S;PR;PINHAIS;GASOLINA;08/03/22;6,44
S;PR;PINHAIS;GASOLINA ADITIVADA;08/03/22;6,589
S;PR;PINHAIS;ETANOL;08/03/22;4,819
S;PR;PINHAIS;GASOLINA;08/03/22;6,489
S;PR;PINHAIS;GASOLINA ADITIVADA;08/03/22;6,699
S;PR;PINHAIS;ETANOL;08/03/22;4,999
S;PR;PINHAIS;GASOLINA;08/03/22;6,499
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;08/03/22;7,849
SE;RJ;ANGRA DOS REIS;ETANOL;08/03/22;6,498
SE;RJ;ANGRA DOS REIS;GASOLINA;08/03/22;7,678
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;08/03/22;7,999
SE;RJ;ANGRA DOS REIS;ETANOL;08/03/22;6,888
SE;RJ;ANGRA DOS REIS;GASOLINA;08/03/22;7,799
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;08/03/22;7,959
SE;RJ;ANGRA DOS REIS;ETANOL;08/03/22;6,859
SE;RJ;ANGRA DOS REIS;GASOLINA;08/03/22;7,759
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;08/03/22;7,599
SE;RJ;ANGRA DOS REIS;ETANOL;08/03/22;5,999
SE;RJ;ANGRA DOS REIS;GASOLINA;08/03/22;7,599
SE;RJ;ANGRA DOS REIS;ETANOL;08/03/22;6,899
SE;RJ;ANGRA DOS REIS;GASOLINA;08/03/22;7,999
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;08/03/22;8,096
SE;RJ;ANGRA DOS REIS;ETANOL;08/03/22;6,959
SE;RJ;ANGRA DOS REIS;GASOLINA;08/03/22;7,899
SE;RJ;ITAPERUNA;GASOLINA ADITIVADA;08/03/22;7,36
SE;RJ;ITAPERUNA;ETANOL;08/03/22;5,69
SE;RJ;ITAPERUNA;GASOLINA;08/03/22;7,29
SE;RJ;ITAPERUNA;GASOLINA ADITIVADA;08/03/22;7,46
SE;RJ;ITAPERUNA;ETANOL;08/03/22;5,78
SE;RJ;ITAPERUNA;GASOLINA;08/03/22;7,39
SE;RJ;MACAE;GASOLINA ADITIVADA;08/03/22;7,599
SE;RJ;MACAE;ETANOL;08/03/22;6,299
SE;RJ;MACAE;GASOLINA;08/03/22;7,499
SE;RJ;MACAE;GASOLINA ADITIVADA;08/03/22;7,649
SE;RJ;MACAE;ETANOL;08/03/22;6,299
SE;RJ;MACAE;GASOLINA;08/03/22;7,499
SE;RJ;MACAE;GASOLINA ADITIVADA;08/03/22;7,69
SE;RJ;MACAE;ETANOL;08/03/22;6,67
SE;RJ;MACAE;GASOLINA;08/03/22;7,59
SE;RJ;MACAE;GASOLINA ADITIVADA;08/03/22;7,529
SE;RJ;MACAE;ETANOL;08/03/22;6,299
SE;RJ;MACAE;GASOLINA;08/03/22;7,429
SE;RJ;MACAE;ETANOL;08/03/22;6,29
SE;RJ;MACAE;GASOLINA;08/03/22;7,54
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;6,799
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,299
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,799
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;6,799
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,399
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,799
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,199
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,599
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,999
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,099
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,299
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,999
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;6,899
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,299
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,799
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,099
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,499
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,899
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;6,899
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,299
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,899
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,599
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,799
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,999
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,599
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,599
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;7,399
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,099
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,299
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,999
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,699
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,989
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,199
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,699
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;7,099
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;4,949
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,449
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,399
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,599
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;7,199
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;4,949
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,399
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,299
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,459
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;7,199
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,199
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,599
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;7,099
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,239
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,889
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;6,999
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,499
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,799
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,499
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,799
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,399
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,578
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,999
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,299
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,859
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,199
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,299
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,999
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;08/03/22;7,249
SE;RJ;RIO DE JANEIRO;ETANOL;08/03/22;5,449
SE;RJ;RIO DE JANEIRO;GASOLINA;08/03/22;6,999
NE;RN;CAICO;GASOLINA;08/03/22;6,9
NE;RN;CAICO;GASOLINA ADITIVADA;08/03/22;6,99
NE;RN;CAICO;ETANOL;08/03/22;5,64
NE;RN;CAICO;GASOLINA;08/03/22;6,81
NE;RN;CAICO;ETANOL;08/03/22;5,74
NE;RN;CAICO;GASOLINA;08/03/22;6,79
N;RO;PORTO VELHO;GASOLINA ADITIVADA;08/03/22;6,99
N;RO;PORTO VELHO;ETANOL;08/03/22;5,99
N;RO;PORTO VELHO;GASOLINA;08/03/22;6,69
N;RR;BOA VISTA;GASOLINA ADITIVADA;08/03/22;6,5
N;RR;BOA VISTA;GASOLINA;08/03/22;6,4
S;RS;ALVORADA;GASOLINA ADITIVADA;08/03/22;6,499
S;RS;ALVORADA;GASOLINA;08/03/22;6,399
S;RS;BAGE;GASOLINA ADITIVADA;08/03/22;7,419
S;RS;BAGE;ETANOL;08/03/22;7,299
S;RS;BAGE;GASOLINA;08/03/22;7,319
S;RS;BAGE;GASOLINA ADITIVADA;08/03/22;7,447
S;RS;BAGE;ETANOL;08/03/22;6,969
S;RS;BAGE;GASOLINA;08/03/22;7,285
S;RS;BAGE;GASOLINA ADITIVADA;08/03/22;7,419
S;RS;BAGE;GASOLINA;08/03/22;7,319
S;RS;BAGE;GASOLINA ADITIVADA;08/03/22;7,199
S;RS;BAGE;ETANOL;08/03/22;6,699
S;RS;BAGE;GASOLINA;08/03/22;7,109
S;RS;BAGE;GASOLINA ADITIVADA;08/03/22;7,599
S;RS;BAGE;ETANOL;08/03/22;7,669
S;RS;BAGE;GASOLINA;08/03/22;7,431
S;RS;CACHOEIRA DO SUL;GASOLINA ADITIVADA;08/03/22;6,299
S;RS;CACHOEIRA DO SUL;ETANOL;08/03/22;6,699
S;RS;CACHOEIRA DO SUL;GASOLINA;08/03/22;6,099
S;RS;CACHOEIRA DO SUL;GASOLINA ADITIVADA;08/03/22;6,19
S;RS;CACHOEIRA DO SUL;ETANOL;08/03/22;5,5
S;RS;CACHOEIRA DO SUL;GASOLINA;08/03/22;6,09
S;RS;CAXIAS DO SUL;GASOLINA ADITIVADA;08/03/22;6,698
S;RS;CAXIAS DO SUL;ETANOL;08/03/22;6,599
S;RS;CAXIAS DO SUL;GASOLINA;08/03/22;6,594
S;RS;CAXIAS DO SUL;GASOLINA ADITIVADA;08/03/22;6,599
S;RS;CAXIAS DO SUL;ETANOL;08/03/22;5,899
S;RS;CAXIAS DO SUL;GASOLINA;08/03/22;6,399
S;RS;CAXIAS DO SUL;GASOLINA ADITIVADA;08/03/22;6,569
S;RS;CAXIAS DO SUL;ETANOL;08/03/22;6,129
S;RS;CAXIAS DO SUL;GASOLINA;08/03/22;6,399
S;RS;CRUZ ALTA;GASOLINA ADITIVADA;08/03/22;7,089
S;RS;CRUZ ALTA;GASOLINA;08/03/22;6,889
S;RS;PASSO FUNDO;GASOLINA ADITIVADA;08/03/22;6,399
S;RS;PASSO FUNDO;GASOLINA;08/03/22;6,299
S;RS;PASSO FUNDO;GASOLINA ADITIVADA;08/03/22;6,399
S;RS;PASSO FUNDO;GASOLINA;08/03/22;6,299
S;RS;PASSO FUNDO;GASOLINA ADITIVADA;08/03/22;6,599
S;RS;PASSO FUNDO;GASOLINA;08/03/22;6,399
S;RS;PELOTAS;GASOLINA ADITIVADA;08/03/22;6,899
S;RS;PELOTAS;ETANOL;08/03/22;5,899
S;RS;PELOTAS;GASOLINA;08/03/22;6,699
S;RS;PELOTAS;GASOLINA ADITIVADA;08/03/22;6,887
S;RS;PELOTAS;ETANOL;08/03/22;5,987
S;RS;PELOTAS;GASOLINA;08/03/22;6,738
S;RS;PELOTAS;GASOLINA ADITIVADA;08/03/22;6,999
S;RS;PELOTAS;ETANOL;08/03/22;5,999
S;RS;PELOTAS;GASOLINA;08/03/22;6,699
S;RS;SANTA MARIA;GASOLINA ADITIVADA;08/03/22;6,499
S;RS;SANTA MARIA;ETANOL;08/03/22;5,999
S;RS;SANTA MARIA;GASOLINA;08/03/22;6,299
S;RS;SANTA MARIA;GASOLINA ADITIVADA;08/03/22;7,299
S;RS;SANTA MARIA;GASOLINA;08/03/22;6,999
S;RS;SANTA MARIA;GASOLINA ADITIVADA;08/03/22;6,599
S;RS;SANTA MARIA;GASOLINA;08/03/22;6,499
S;RS;SANTANA DO LIVRAMENTO;GASOLINA ADITIVADA;08/03/22;6,99
S;RS;SANTANA DO LIVRAMENTO;GASOLINA;08/03/22;6,89
S;RS;TORRES;GASOLINA ADITIVADA;08/03/22;6,199
S;RS;TORRES;GASOLINA;08/03/22;5,998
S;RS;TORRES;GASOLINA ADITIVADA;08/03/22;6,199
S;RS;TORRES;ETANOL;08/03/22;6,689
S;RS;TORRES;GASOLINA;08/03/22;5,998
S;RS;VIAMAO;GASOLINA ADITIVADA;08/03/22;6,359
S;RS;VIAMAO;GASOLINA;08/03/22;6,199
S;RS;VIAMAO;GASOLINA ADITIVADA;08/03/22;6,355
S;RS;VIAMAO;GASOLINA;08/03/22;6,235
S;RS;VIAMAO;GASOLINA ADITIVADA;08/03/22;6,477
S;RS;VIAMAO;GASOLINA;08/03/22;6,177
S;RS;VIAMAO;GASOLINA ADITIVADA;08/03/22;6,399
S;RS;VIAMAO;ETANOL;08/03/22;5,598
S;RS;VIAMAO;GASOLINA;08/03/22;6,199
S;SC;ARARANGUA;GASOLINA ADITIVADA;08/03/22;6,399
S;SC;ARARANGUA;ETANOL;08/03/22;5,79
S;SC;ARARANGUA;GASOLINA;08/03/22;6,299
S;SC;ARARANGUA;GASOLINA ADITIVADA;08/03/22;6,449
S;SC;ARARANGUA;GASOLINA;08/03/22;6,299
S;SC;ARARANGUA;GASOLINA ADITIVADA;08/03/22;6,299
S;SC;ARARANGUA;ETANOL;08/03/22;5,999
S;SC;ARARANGUA;GASOLINA;08/03/22;6,299
S;SC;CRICIUMA;GASOLINA ADITIVADA;08/03/22;6,499
S;SC;CRICIUMA;ETANOL;08/03/22;6,459
S;SC;CRICIUMA;GASOLINA;08/03/22;6,299
S;SC;TUBARAO;GASOLINA ADITIVADA;08/03/22;6,289
S;SC;TUBARAO;GASOLINA;08/03/22;6,219
S;SC;TUBARAO;GASOLINA ADITIVADA;08/03/22;6,389
S;SC;TUBARAO;GASOLINA;08/03/22;6,297
S;SC;TUBARAO;GASOLINA ADITIVADA;08/03/22;6,239
S;SC;TUBARAO;ETANOL;08/03/22;5,259
S;SC;TUBARAO;GASOLINA;08/03/22;6,139
S;SC;TUBARAO;GASOLINA ADITIVADA;08/03/22;6,139
S;SC;TUBARAO;ETANOL;08/03/22;4,999
S;SC;TUBARAO;GASOLINA;08/03/22;6,139
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,42
NE;SE;ARACAJU;ETANOL;08/03/22;4,98
NE;SE;ARACAJU;GASOLINA;08/03/22;6,42
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,44
NE;SE;ARACAJU;ETANOL;08/03/22;5,199
NE;SE;ARACAJU;GASOLINA;08/03/22;6,44
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,43
NE;SE;ARACAJU;ETANOL;08/03/22;4,98
NE;SE;ARACAJU;GASOLINA;08/03/22;6,42
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,69
NE;SE;ARACAJU;ETANOL;08/03/22;5,29
NE;SE;ARACAJU;GASOLINA;08/03/22;6,42
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,759
NE;SE;ARACAJU;ETANOL;08/03/22;5,059
NE;SE;ARACAJU;GASOLINA;08/03/22;6,499
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,599
NE;SE;ARACAJU;ETANOL;08/03/22;4,999
NE;SE;ARACAJU;GASOLINA;08/03/22;6,499
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,899
NE;SE;ARACAJU;ETANOL;08/03/22;5,259
NE;SE;ARACAJU;GASOLINA;08/03/22;6,449
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,5
NE;SE;ARACAJU;ETANOL;08/03/22;5,05
NE;SE;ARACAJU;GASOLINA;08/03/22;6,42
NE;SE;ARACAJU;ETANOL;08/03/22;4,99
NE;SE;ARACAJU;GASOLINA;08/03/22;6,449
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,54
NE;SE;ARACAJU;ETANOL;08/03/22;5,059
NE;SE;ARACAJU;GASOLINA;08/03/22;6,42
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,42
NE;SE;ARACAJU;ETANOL;08/03/22;4,98
NE;SE;ARACAJU;GASOLINA;08/03/22;6,42
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,999
NE;SE;ARACAJU;ETANOL;08/03/22;5,499
NE;SE;ARACAJU;GASOLINA;08/03/22;6,898
NE;SE;ARACAJU;GASOLINA ADITIVADA;08/03/22;6,59
NE;SE;ARACAJU;ETANOL;08/03/22;5,119
NE;SE;ARACAJU;GASOLINA;08/03/22;6,59
SE;SP;ATIBAIA;ETANOL;08/03/22;4,099
SE;SP;ATIBAIA;GASOLINA;08/03/22;6,099
SE;SP;ATIBAIA;GASOLINA ADITIVADA;08/03/22;6,699
SE;SP;ATIBAIA;ETANOL;08/03/22;4,699
SE;SP;ATIBAIA;GASOLINA;08/03/22;6,499
SE;SP;ATIBAIA;GASOLINA ADITIVADA;08/03/22;6,699
SE;SP;ATIBAIA;ETANOL;08/03/22;4,399
SE;SP;ATIBAIA;GASOLINA;08/03/22;6,299
SE;SP;ATIBAIA;GASOLINA ADITIVADA;08/03/22;6,697
SE;SP;ATIBAIA;ETANOL;08/03/22;4,597
SE;SP;ATIBAIA;GASOLINA;08/03/22;6,497
SE;SP;ATIBAIA;GASOLINA ADITIVADA;08/03/22;6,799
SE;SP;ATIBAIA;ETANOL;08/03/22;4,799
SE;SP;ATIBAIA;GASOLINA;08/03/22;6,699
SE;SP;ATIBAIA;GASOLINA ADITIVADA;08/03/22;6,997
SE;SP;ATIBAIA;ETANOL;08/03/22;4,597
SE;SP;ATIBAIA;GASOLINA;08/03/22;6,699
SE;SP;ATIBAIA;GASOLINA ADITIVADA;08/03/22;6,179
SE;SP;ATIBAIA;ETANOL;08/03/22;4,279
SE;SP;ATIBAIA;GASOLINA;08/03/22;6,179
SE;SP;ATIBAIA;GASOLINA ADITIVADA;08/03/22;6,997
SE;SP;ATIBAIA;ETANOL;08/03/22;4,697
SE;SP;ATIBAIA;GASOLINA;08/03/22;6,697
SE;SP;ATIBAIA;ETANOL;08/03/22;4,279
SE;SP;ATIBAIA;GASOLINA;08/03/22;6,179
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,899
SE;SP;GUARULHOS;ETANOL;08/03/22;4,399
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,499
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,479
SE;SP;GUARULHOS;ETANOL;08/03/22;4,179
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,279
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,499
SE;SP;GUARULHOS;ETANOL;08/03/22;4,499
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,299
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,399
SE;SP;GUARULHOS;ETANOL;08/03/22;4,299
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,299
SE;SP;GUARULHOS;ETANOL;08/03/22;4,299
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,099
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,499
SE;SP;GUARULHOS;ETANOL;08/03/22;4,399
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,299
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,599
SE;SP;GUARULHOS;ETANOL;08/03/22;4,299
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,299
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,399
SE;SP;GUARULHOS;ETANOL;08/03/22;4,299
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,199
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,349
SE;SP;GUARULHOS;ETANOL;08/03/22;4,399
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,299
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,349
SE;SP;GUARULHOS;ETANOL;08/03/22;4,499
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,299
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,799
SE;SP;GUARULHOS;ETANOL;08/03/22;4,499
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,499
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,799
SE;SP;GUARULHOS;ETANOL;08/03/22;4,699
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,599
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,199
SE;SP;GUARULHOS;ETANOL;08/03/22;4,099
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,099
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,499
SE;SP;GUARULHOS;ETANOL;08/03/22;4,399
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,299
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,999
SE;SP;GUARULHOS;ETANOL;08/03/22;4,499
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,599
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;6,399
SE;SP;GUARULHOS;ETANOL;08/03/22;4,399
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,199
SE;SP;GUARULHOS;GASOLINA ADITIVADA;08/03/22;7,099
SE;SP;GUARULHOS;ETANOL;08/03/22;4,499
SE;SP;GUARULHOS;GASOLINA;08/03/22;6,799
