Regiao;Estado;Municipio;Produto;Data da Coleta;Valor de Venda
SE;SP;MIRASSOL;ETANOL;01/02/22;4,499
SE;SP;MIRASSOL;GASOLINA;01/02/22;6,149
SE;SP;MOCOCA;ETANOL;02/02/22;4,869
SE;SP;MOCOCA;GASOLINA;02/02/22;6,269
SE;SP;MOCOCA;ETANOL;02/02/22;4,829
SE;SP;MOCOCA;GASOLINA;02/02/22;6,239
SE;SP;MOCOCA;GASOLINA ADITIVADA;02/02/22;6,239
SE;SP;MOCOCA;GASOLINA ADITIVADA;01/02/22;6,829
SE;SP;MOCOCA;ETANOL;01/02/22;5,099
SE;SP;MOCOCA;GASOLINA;01/02/22;6,699
SE;SP;MOCOCA;ETANOL;02/02/22;5,099
SE;SP;MOCOCA;GASOLINA;02/02/22;6,599
SE;SP;MOCOCA;GASOLINA ADITIVADA;02/02/22;6,699
SE;SP;MOCOCA;ETANOL;02/02/22;4,869
SE;SP;MOCOCA;GASOLINA;02/02/22;6,269
SE;SP;MOCOCA;ETANOL;01/02/22;4,899
SE;SP;MOCOCA;GASOLINA;01/02/22;6,399
SE;SP;MOCOCA;GASOLINA ADITIVADA;01/02/22;6,239
SE;SP;MOCOCA;ETANOL;01/02/22;4,829
SE;SP;MOCOCA;GASOLINA;01/02/22;6,239
SE;SP;MOCOCA;ETANOL;02/02/22;4,99
SE;SP;MOCOCA;GASOLINA;02/02/22;6,39
SE;SP;MOGI GUACU;ETANOL;03/02/22;4,599
SE;SP;MOGI GUACU;GASOLINA ADITIVADA;03/02/22;6,349
SE;SP;MOGI GUACU;GASOLINA;03/02/22;6,249
SE;SP;MOGI DAS CRUZES;ETANOL;02/02/22;4,679
SE;SP;MOGI DAS CRUZES;GASOLINA;02/02/22;6,199
SE;SP;MOGI DAS CRUZES;GASOLINA ADITIVADA;02/02/22;6,499
SE;SP;MOGI DAS CRUZES;ETANOL;02/02/22;4,679
SE;SP;MOGI DAS CRUZES;GASOLINA;02/02/22;6,479
SE;SP;MOGI DAS CRUZES;GASOLINA ADITIVADA;02/02/22;6,679
SE;SP;MOGI DAS CRUZES;ETANOL;02/02/22;4,49
SE;SP;MOGI DAS CRUZES;GASOLINA;02/02/22;6,19
SE;SP;MOGI GUACU;ETANOL;03/02/22;4,897
SE;SP;MOGI GUACU;GASOLINA ADITIVADA;03/02/22;6,499
SE;SP;MOGI GUACU;GASOLINA;03/02/22;6,397
SE;SP;MOGI GUACU;ETANOL;03/02/22;4,479
SE;SP;MOGI GUACU;GASOLINA;03/02/22;6,129
SE;SP;MOGI GUACU;ETANOL;03/02/22;4,799
SE;SP;MOGI GUACU;GASOLINA ADITIVADA;03/02/22;6,499
SE;SP;MOGI GUACU;GASOLINA;03/02/22;6,399
SE;SP;MOGI GUACU;ETANOL;03/02/22;4,849
SE;SP;MOGI GUACU;GASOLINA ADITIVADA;03/02/22;6,399
SE;SP;MOGI GUACU;GASOLINA;03/02/22;6,349
SE;SP;MOGI GUACU;ETANOL;03/02/22;4,599
SE;SP;MOGI GUACU;GASOLINA ADITIVADA;03/02/22;6,349
SE;SP;MOGI GUACU;GASOLINA;03/02/22;6,249
SE;SP;MOGI MIRIM;ETANOL;03/02/22;4,999
SE;SP;MOGI MIRIM;GASOLINA;03/02/22;6,588
SE;SP;MOGI MIRIM;ETANOL;03/02/22;4,999
SE;SP;MOGI MIRIM;GASOLINA ADITIVADA;03/02/22;6,899
SE;SP;MOGI MIRIM;GASOLINA;03/02/22;6,699
SE;SP;MOGI MIRIM;ETANOL;03/02/22;4,599
SE;SP;MOGI MIRIM;GASOLINA;03/02/22;6,499
SE;SP;MOGI MIRIM;ETANOL;03/02/22;4,499
SE;SP;MOGI MIRIM;GASOLINA;03/02/22;6,149
SE;SP;MOGI MIRIM;ETANOL;03/02/22;4,699
SE;SP;MOGI MIRIM;GASOLINA;03/02/22;6,399
SE;SP;MOGI MIRIM;ETANOL;03/02/22;4,687
SE;SP;MOGI MIRIM;GASOLINA ADITIVADA;03/02/22;6,287
SE;SP;MOGI MIRIM;GASOLINA;03/02/22;6,287
SE;SP;MOGI MIRIM;ETANOL;03/02/22;4,099
SE;SP;MOGI MIRIM;GASOLINA;03/02/22;5,999
SE;SP;MONTE ALTO;ETANOL;03/02/22;4,489
SE;SP;MONTE ALTO;GASOLINA;03/02/22;6,689
SE;SP;MONTE ALTO;ETANOL;03/02/22;4,889
SE;SP;MONTE ALTO;GASOLINA ADITIVADA;03/02/22;6,899
SE;SP;MONTE ALTO;GASOLINA;03/02/22;6,699
SE;SP;MONTE ALTO;ETANOL;03/02/22;4,489
SE;SP;MONTE ALTO;GASOLINA ADITIVADA;03/02/22;6,689
SE;SP;MONTE ALTO;GASOLINA;03/02/22;6,689
SE;SP;MONTE ALTO;ETANOL;03/02/22;4,489
SE;SP;MONTE ALTO;GASOLINA;03/02/22;6,599
SE;SP;MONTE ALTO;ETANOL;03/02/22;4,799
SE;SP;MONTE ALTO;GASOLINA ADITIVADA;03/02/22;6,899
SE;SP;MONTE ALTO;GASOLINA;03/02/22;6,799
SE;SP;MONTE ALTO;ETANOL;03/02/22;4,499
SE;SP;MONTE ALTO;GASOLINA;03/02/22;6,599
SE;SP;OLIMPIA;GASOLINA ADITIVADA;01/02/22;6,599
SE;SP;OLIMPIA;ETANOL;01/02/22;4,549
SE;SP;OLIMPIA;GASOLINA;01/02/22;6,299
SE;SP;OLIMPIA;ETANOL;02/02/22;4,549
SE;SP;OLIMPIA;GASOLINA;02/02/22;6,299
SE;SP;OLIMPIA;GASOLINA ADITIVADA;02/02/22;6,599
SE;SP;OLIMPIA;GASOLINA ADITIVADA;01/02/22;6,199
SE;SP;OLIMPIA;ETANOL;01/02/22;4,549
SE;SP;OLIMPIA;GASOLINA;01/02/22;6,299
SE;SP;OLIMPIA;ETANOL;02/02/22;4,549
SE;SP;OLIMPIA;GASOLINA;02/02/22;6,299
SE;SP;OLIMPIA;GASOLINA ADITIVADA;02/02/22;6,599
SE;SP;OURINHOS;ETANOL;02/02/22;4,599
SE;SP;OURINHOS;GASOLINA;02/02/22;6,109
SE;SP;OURINHOS;ETANOL;02/02/22;4,899
SE;SP;OURINHOS;GASOLINA;02/02/22;6,799
SE;SP;OURINHOS;GASOLINA ADITIVADA;02/02/22;6,899
SE;SP;PAULINIA;GASOLINA;03/02/22;6,349
SE;SP;PAULINIA;ETANOL;03/02/22;4,699
SE;SP;PAULINIA;GASOLINA ADITIVADA;03/02/22;6,449
SE;SP;PAULINIA;GASOLINA;03/02/22;5,969
SE;SP;PAULINIA;ETANOL;03/02/22;4,489
SE;SP;PAULINIA;GASOLINA ADITIVADA;03/02/22;5,969
SE;SP;PAULINIA;GASOLINA;03/02/22;6,239
SE;SP;PAULINIA;ETANOL;03/02/22;4,699
SE;SP;PAULINIA;GASOLINA;03/02/22;6,099
SE;SP;PAULINIA;ETANOL;03/02/22;4,489
SE;SP;PAULINIA;GASOLINA ADITIVADA;03/02/22;6,159
SE;SP;PAULINIA;GASOLINA;03/02/22;6,399
SE;SP;PAULINIA;ETANOL;03/02/22;4,699
SE;SP;PAULINIA;GASOLINA ADITIVADA;03/02/22;6,499
SE;SP;PAULINIA;GASOLINA;03/02/22;6,299
SE;SP;PAULINIA;ETANOL;03/02/22;4,649
SE;SP;PAULINIA;GASOLINA ADITIVADA;03/02/22;6,399
SE;SP;PAULINIA;GASOLINA;03/02/22;6,349
SE;SP;PAULINIA;ETANOL;03/02/22;4,699
SE;SP;PAULINIA;GASOLINA ADITIVADA;03/02/22;6,629
SE;SP;PAULINIA;GASOLINA;03/02/22;6,139
SE;SP;PAULINIA;ETANOL;03/02/22;4,519
SE;SP;PAULINIA;GASOLINA ADITIVADA;03/02/22;6,189
SE;SP;PAULINIA;GASOLINA;03/02/22;6,349
SE;SP;PAULINIA;ETANOL;03/02/22;4,699
SE;SP;PAULINIA;GASOLINA ADITIVADA;03/02/22;6,549
SE;SP;PAULINIA;GASOLINA;03/02/22;6,349
SE;SP;PAULINIA;ETANOL;03/02/22;4,699
SE;SP;POA;ETANOL;02/02/22;4,579
SE;SP;POA;GASOLINA;02/02/22;6,149
SE;SP;POA;GASOLINA ADITIVADA;02/02/22;6,299
SE;SP;POA;ETANOL;02/02/22;4,399
SE;SP;POA;GASOLINA;02/02/22;5,899
SE;SP;POA;GASOLINA ADITIVADA;02/02/22;6,499
SE;SP;RIBEIRAO PIRES;GASOLINA ADITIVADA;01/02/22;6,787
SE;SP;RIBEIRAO PIRES;ETANOL;01/02/22;4,999
SE;SP;RIBEIRAO PIRES;GASOLINA;01/02/22;6,598
SE;SP;RIBEIRAO PIRES;ETANOL;01/02/22;4,99
SE;SP;RIBEIRAO PIRES;GASOLINA;01/02/22;6,49
SE;SP;RIBEIRAO PIRES;GASOLINA ADITIVADA;01/02/22;6,499
SE;SP;RIBEIRAO PIRES;ETANOL;01/02/22;4,699
SE;SP;RIBEIRAO PIRES;GASOLINA;01/02/22;6,399
SE;SP;RIBEIRAO PIRES;GASOLINA ADITIVADA;01/02/22;6,599
SE;SP;RIBEIRAO PIRES;ETANOL;01/02/22;4,999
SE;SP;RIBEIRAO PIRES;GASOLINA;01/02/22;6,599
SE;SP;RIBEIRAO PIRES;GASOLINA ADITIVADA;01/02/22;6,099
SE;SP;RIBEIRAO PIRES;ETANOL;01/02/22;4,499
SE;SP;RIBEIRAO PIRES;GASOLINA;01/02/22;6,099
SE;SP;RIBEIRAO PIRES;ETANOL;01/02/22;4,599
SE;SP;RIBEIRAO PIRES;GASOLINA;01/02/22;6,099
SE;SP;RIBEIRAO PIRES;GASOLINA ADITIVADA;01/02/22;6,389
SE;SP;RIBEIRAO PIRES;ETANOL;01/02/22;4,689
SE;SP;RIBEIRAO PIRES;GASOLINA;01/02/22;6,389
SE;SP;RIBEIRAO PRETO;ETANOL;02/02/22;4,599
SE;SP;RIBEIRAO PRETO;GASOLINA;02/02/22;6,299
SE;SP;RIBEIRAO PRETO;ETANOL;02/02/22;4,399
SE;SP;RIBEIRAO PRETO;GASOLINA ADITIVADA;02/02/22;6,099
SE;SP;RIBEIRAO PRETO;ETANOL;02/02/22;4,437
SE;SP;RIBEIRAO PRETO;GASOLINA ADITIVADA;02/02/22;6,377
SE;SP;RIBEIRAO PRETO;ETANOL;02/02/22;4,449
SE;SP;RIBEIRAO PRETO;GASOLINA;02/02/22;6,249
SE;SP;RIBEIRAO PRETO;ETANOL;02/02/22;4,499
SE;SP;RIBEIRAO PRETO;GASOLINA;02/02/22;6,299
SE;SP;RIBEIRAO PRETO;ETANOL;02/02/22;4,699
SE;SP;RIBEIRAO PRETO;GASOLINA;02/02/22;6,599
SE;SP;RIBEIRAO PRETO;ETANOL;02/02/22;4,499
SE;SP;RIBEIRAO PRETO;GASOLINA;02/02/22;6,199
SE;SP;RIBEIRAO PRETO;ETANOL;02/02/22;4,459
SE;SP;RIBEIRAO PRETO;GASOLINA;02/02/22;6,399
SE;SP;RIBEIRAO PRETO;GASOLINA ADITIVADA;02/02/22;6,449
SE;SP;RIO CLARO;ETANOL;01/02/22;4,699
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,199
SE;SP;RIO CLARO;GASOLINA ADITIVADA;01/02/22;6,399
SE;SP;RIO CLARO;ETANOL;01/02/22;4,979
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,279
SE;SP;RIO CLARO;GASOLINA ADITIVADA;01/02/22;6,159
SE;SP;RIO CLARO;ETANOL;01/02/22;4,659
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,159
SE;SP;RIO CLARO;GASOLINA ADITIVADA;01/02/22;6,398
SE;SP;RIO CLARO;ETANOL;01/02/22;4,698
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,298
SE;SP;RIO CLARO;ETANOL;01/02/22;4,579
SE;SP;RIO CLARO;GASOLINA;01/02/22;5,979
SE;SP;RIO CLARO;GASOLINA ADITIVADA;01/02/22;6,179
SE;SP;RIO CLARO;ETANOL;01/02/22;4,659
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,159
SE;SP;RIO CLARO;GASOLINA ADITIVADA;01/02/22;6,187
SE;SP;RIO CLARO;ETANOL;01/02/22;4,677
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,174
SE;SP;RIO CLARO;GASOLINA ADITIVADA;01/02/22;6,279
SE;SP;RIO CLARO;ETANOL;01/02/22;4,699
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,199
SE;SP;RIO CLARO;GASOLINA ADITIVADA;01/02/22;6,499
SE;SP;RIO CLARO;ETANOL;01/02/22;4,799
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,299
SE;SP;RIO CLARO;GASOLINA ADITIVADA;01/02/22;6,699
SE;SP;RIO CLARO;ETANOL;01/02/22;4,899
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,499
SE;SP;RIO CLARO;GASOLINA ADITIVADA;01/02/22;6,599
SE;SP;RIO CLARO;ETANOL;01/02/22;4,999
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,399
SE;SP;RIO CLARO;GASOLINA ADITIVADA;01/02/22;6,599
SE;SP;RIO CLARO;ETANOL;01/02/22;4,999
SE;SP;RIO CLARO;GASOLINA;01/02/22;6,399
SE;SP;SALTO;ETANOL;01/02/22;4,799
SE;SP;SALTO;GASOLINA;01/02/22;6,499
SE;SP;SALTO;GASOLINA ADITIVADA;01/02/22;6,549
SE;SP;SALTO;ETANOL;01/02/22;4,799
SE;SP;SALTO;GASOLINA;01/02/22;6,499
SE;SP;SALTO;ETANOL;01/02/22;4,199
SE;SP;SALTO;GASOLINA;01/02/22;5,979
SE;SP;SALTO;GASOLINA;03/02/22;6,359
SE;SP;SALTO;ETANOL;03/02/22;4,749
SE;SP;SALTO;GASOLINA ADITIVADA;03/02/22;6,409
SE;SP;SALTO;GASOLINA;03/02/22;6,499
SE;SP;SALTO;ETANOL;03/02/22;4,899
SE;SP;SALTO;GASOLINA ADITIVADA;03/02/22;6,599
SE;SP;SALTO;GASOLINA ADITIVADA;01/02/22;6,696
SE;SP;SALTO;ETANOL;01/02/22;4,799
SE;SP;SALTO;GASOLINA;01/02/22;6,499
SE;SP;SANTA BARBARA D'OESTE;GASOLINA ADITIVADA;01/02/22;6,299
SE;SP;SANTA BARBARA D'OESTE;ETANOL;01/02/22;4,599
SE;SP;SANTA BARBARA D'OESTE;GASOLINA;01/02/22;6,199
SE;SP;SANTA BARBARA D'OESTE;GASOLINA ADITIVADA;01/02/22;6,467
SE;SP;SANTA BARBARA D'OESTE;ETANOL;01/02/22;4,697
SE;SP;SANTA BARBARA D'OESTE;GASOLINA;01/02/22;6,297
SE;SP;SANTA BARBARA D'OESTE;ETANOL;01/02/22;4,577
SE;SP;SANTA BARBARA D'OESTE;GASOLINA;01/02/22;6,297
SE;SP;SANTA BARBARA D'OESTE;ETANOL;01/02/22;4,579
SE;SP;SANTA BARBARA D'OESTE;GASOLINA;01/02/22;6,079
SE;SP;SANTA BARBARA D'OESTE;GASOLINA ADITIVADA;01/02/22;6,299
SE;SP;SANTA BARBARA D'OESTE;ETANOL;01/02/22;4,659
SE;SP;SANTA BARBARA D'OESTE;GASOLINA;01/02/22;6,299
SE;SP;SANTA BARBARA D'OESTE;GASOLINA ADITIVADA;01/02/22;6,69
SE;SP;SANTA BARBARA D'OESTE;ETANOL;01/02/22;4,84
SE;SP;SANTA BARBARA D'OESTE;GASOLINA;01/02/22;6,59
SE;SP;SANTA BARBARA D'OESTE;GASOLINA ADITIVADA;01/02/22;6,599
SE;SP;SANTA BARBARA D'OESTE;ETANOL;01/02/22;4,799
SE;SP;SANTA BARBARA D'OESTE;GASOLINA;01/02/22;6,399
SE;SP;SANTA BARBARA D'OESTE;ETANOL;01/02/22;4,62
SE;SP;SANTA BARBARA D'OESTE;GASOLINA;01/02/22;6,41
SE;SP;SANTA CRUZ DO RIO PARDO;ETANOL;02/02/22;4,599
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA;02/02/22;6,369
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA ADITIVADA;02/02/22;6,469
SE;SP;SANTA CRUZ DO RIO PARDO;ETANOL;02/02/22;4,699
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA;02/02/22;6,499
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA ADITIVADA;02/02/22;6,649
SE;SP;SANTA CRUZ DO RIO PARDO;ETANOL;02/02/22;4,699
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA;02/02/22;6,499
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA ADITIVADA;02/02/22;6,649
SE;SP;SANTA CRUZ DO RIO PARDO;ETANOL;02/02/22;4,99
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA;02/02/22;6,49
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA ADITIVADA;02/02/22;6,59
SE;SP;SANTA CRUZ DO RIO PARDO;ETANOL;02/02/22;4,669
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA;02/02/22;6,469
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA ADITIVADA;02/02/22;6,669
SE;SP;SANTA CRUZ DO RIO PARDO;ETANOL;02/02/22;5,349
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA;02/02/22;6,999
SE;SP;SANTA CRUZ DO RIO PARDO;ETANOL;02/02/22;4,699
SE;SP;SANTA CRUZ DO RIO PARDO;GASOLINA;02/02/22;6,499
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,899
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,899
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,299
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,499
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,899
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,399
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,699
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,799
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,399
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,799
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,599
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,199
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,799
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,999
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,499
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,299
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,599
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,199
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,999
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,999
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,799
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;7,099
SE;SP;SANTO ANDRE;ETANOL;01/02/22;5,399
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,899
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,799
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,999
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,799
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,699
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,599
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,099
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,799
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,999
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,499
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;7,799
SE;SP;SANTO ANDRE;ETANOL;01/02/22;5,199
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,999
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,799
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,999
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,499
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,999
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,999
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,699
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,699
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,899
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,499
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,599
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,899
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,399
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,069
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,499
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,069
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,499
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,999
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,499
SE;SP;SANTO ANDRE;ETANOL;01/02/22;5,039
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,599
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,799
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,999
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,499
SE;SP;SANTO ANDRE;GASOLINA ADITIVADA;01/02/22;6,799
SE;SP;SANTO ANDRE;ETANOL;01/02/22;4,999
SE;SP;SANTO ANDRE;GASOLINA;01/02/22;6,499
SE;SP;SANTOS;ETANOL;02/02/22;4,594
SE;SP;SANTOS;GASOLINA;02/02/22;5,994
SE;SP;SANTOS;GASOLINA ADITIVADA;02/02/22;6,099
SE;SP;SANTOS;ETANOL;02/02/22;4,599
SE;SP;SANTOS;GASOLINA;02/02/22;5,999
SE;SP;SANTOS;GASOLINA ADITIVADA;02/02/22;6,199
SE;SP;SANTOS;ETANOL;02/02/22;5,198
SE;SP;SANTOS;GASOLINA;02/02/22;6,798
SE;SP;SANTOS;GASOLINA ADITIVADA;02/02/22;6,898
SE;SP;SANTOS;ETANOL;02/02/22;4,699
SE;SP;SANTOS;GASOLINA;02/02/22;6,279
SE;SP;SANTOS;GASOLINA ADITIVADA;02/02/22;6,429
SE;SP;SANTOS;GASOLINA ADITIVADA;01/02/22;6,229
SE;SP;SANTOS;ETANOL;01/02/22;4,669
SE;SP;SANTOS;GASOLINA;01/02/22;6,229
SE;SP;SANTOS;ETANOL;02/02/22;4,999
SE;SP;SANTOS;GASOLINA;02/02/22;6,599
SE;SP;SANTOS;GASOLINA ADITIVADA;02/02/22;6,749
SE;SP;SANTOS;GASOLINA ADITIVADA;01/02/22;6,299
SE;SP;SANTOS;ETANOL;01/02/22;4,598
SE;SP;SANTOS;GASOLINA;01/02/22;6,199
SE;SP;SANTOS;GASOLINA ADITIVADA;01/02/22;6,899
SE;SP;SANTOS;ETANOL;01/02/22;5,499
SE;SP;SANTOS;GASOLINA;01/02/22;6,599
SE;SP;SAO CAETANO DO SUL;GASOLINA ADITIVADA;01/02/22;6,699
SE;SP;SAO CAETANO DO SUL;ETANOL;01/02/22;4,999
SE;SP;SAO CAETANO DO SUL;GASOLINA;01/02/22;6,699
SE;SP;SAO CAETANO DO SUL;GASOLINA ADITIVADA;01/02/22;6,849
SE;SP;SAO CAETANO DO SUL;ETANOL;01/02/22;4,999
SE;SP;SAO CAETANO DO SUL;GASOLINA;01/02/22;6,649
SE;SP;SAO CAETANO DO SUL;GASOLINA ADITIVADA;01/02/22;6,899
SE;SP;SAO CAETANO DO SUL;ETANOL;01/02/22;4,999
SE;SP;SAO CAETANO DO SUL;GASOLINA;01/02/22;6,699
SE;SP;SAO CAETANO DO SUL;GASOLINA ADITIVADA;01/02/22;6,199
SE;SP;SAO CAETANO DO SUL;ETANOL;01/02/22;4,599
SE;SP;SAO CAETANO DO SUL;GASOLINA;01/02/22;6,099
SE;SP;SAO CAETANO DO SUL;GASOLINA ADITIVADA;01/02/22;7,099
SE;SP;SAO CAETANO DO SUL;ETANOL;01/02/22;5,199
SE;SP;SAO CAETANO DO SUL;GASOLINA;01/02/22;6,899
SE;SP;SAO CAETANO DO SUL;GASOLINA ADITIVADA;01/02/22;6,899
SE;SP;SAO CAETANO DO SUL;ETANOL;01/02/22;4,999
SE;SP;SAO CAETANO DO SUL;GASOLINA;01/02/22;6,699
SE;SP;SAO CAETANO DO SUL;ETANOL;01/02/22;4,499
SE;SP;SAO CAETANO DO SUL;GASOLINA;01/02/22;5,899
SE;SP;SAO CAETANO DO SUL;GASOLINA ADITIVADA;01/02/22;6,799
SE;SP;SAO CAETANO DO SUL;ETANOL;01/02/22;4,799
SE;SP;SAO CAETANO DO SUL;GASOLINA;01/02/22;6,499
SE;SP;SAO CAETANO DO SUL;GASOLINA ADITIVADA;01/02/22;6,999
SE;SP;SAO CAETANO DO SUL;ETANOL;01/02/22;4,999
SE;SP;SAO CAETANO DO SUL;GASOLINA;01/02/22;6,899
SE;SP;SAO JOAO DA BOA VISTA;ETANOL;02/02/22;4,599
SE;SP;SAO JOAO DA BOA VISTA;GASOLINA;02/02/22;6,299
SE;SP;SAO JOAO DA BOA VISTA;GASOLINA ADITIVADA;02/02/22;6,399
SE;SP;SAO JOAO DA BOA VISTA;ETANOL;02/02/22;4,499
SE;SP;SAO JOAO DA BOA VISTA;GASOLINA;02/02/22;6,15
SE;SP;SAO JOAO DA BOA VISTA;ETANOL;02/02/22;4,54
SE;SP;SAO JOAO DA BOA VISTA;GASOLINA;02/02/22;6,24
SE;SP;SAO JOAO DA BOA VISTA;ETANOL;02/02/22;4,599
SE;SP;SAO JOAO DA BOA VISTA;GASOLINA;02/02/22;6,099
SE;SP;SAO JOAO DA BOA VISTA;ETANOL;02/02/22;4,899
SE;SP;SAO JOAO DA BOA VISTA;GASOLINA;02/02/22;6,599
SE;SP;SAO JOAO DA BOA VISTA;ETANOL;02/02/22;4,54
SE;SP;SAO JOAO DA BOA VISTA;GASOLINA;02/02/22;6,15
SE;SP;SAO JOAO DA BOA VISTA;GASOLINA ADITIVADA;02/02/22;6,15
SE;SP;SAO JOSE DO RIO PRETO;ETANOL;02/02/22;4,349
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA;02/02/22;6,009
SE;SP;SAO JOSE DO RIO PRETO;ETANOL;02/02/22;4,379
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA;02/02/22;6,199
SE;SP;SAO JOSE DO RIO PRETO;ETANOL;02/02/22;4,349
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA;02/02/22;6,099
SE;SP;SAO JOSE DO RIO PRETO;ETANOL;02/02/22;4,409
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA;02/02/22;6,099
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA ADITIVADA;02/02/22;6,099
SE;SP;SAO JOSE DO RIO PRETO;ETANOL;02/02/22;4,399
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA;02/02/22;5,999
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA ADITIVADA;02/02/22;5,999
SE;SP;SAO JOSE DO RIO PRETO;ETANOL;02/02/22;4,389
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA;02/02/22;6,149
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA ADITIVADA;02/02/22;6,199
SE;SP;SAO JOSE DO RIO PRETO;ETANOL;02/02/22;4,439
SE;SP;SAO JOSE DO RIO PRETO;GASOLINA;02/02/22;6,199
