Regiao - Sigla;Estado - Sigla;Municipio;Produto;Data da Coleta;Valor de Venda
SE;SP;RIO CLARO;ETANOL;04/01/22;4,679
SE;SP;RIO CLARO;GASOLINA;04/01/22;5,979
SE;MG;SETE LAGOAS;ETANOL;04/01/22;5,35
SE;MG;SETE LAGOAS;GASOLINA;04/01/22;6,75
N;RO;CACOAL;GASOLINA ADITIVADA;04/01/22;7,16
N;RO;CACOAL;ETANOL;04/01/22;6,2
N;RO;CACOAL;GASOLINA;04/01/22;7,05
SE;SP;OSASCO;GASOLINA ADITIVADA;04/01/22;6,199
SE;SP;OSASCO;ETANOL;04/01/22;4,699
SE;SP;OSASCO;GASOLINA;04/01/22;6,199
N;AM;MANAUS;GASOLINA ADITIVADA;04/01/22;6,59
N;AM;MANAUS;ETANOL;04/01/22;5,29
N;AM;MANAUS;GASOLINA;04/01/22;6,58
SE;SP;GUARUJA;GASOLINA ADITIVADA;04/01/22;6,799
SE;SP;GUARUJA;ETANOL;04/01/22;5,499
SE;SP;GUARUJA;GASOLINA;04/01/22;6,599
SE;SP;TATUI;GASOLINA ADITIVADA;04/01/22;6,099
SE;SP;TATUI;ETANOL;04/01/22;4,899
SE;SP;TATUI;GASOLINA;04/01/22;6,099
S;RS;PASSO FUNDO;GASOLINA ADITIVADA;04/01/22;6,599
S;RS;PASSO FUNDO;GASOLINA;04/01/22;6,399
NE;PE;PAULISTA;ETANOL;04/01/22;5,09
NE;PE;PAULISTA;GASOLINA;04/01/22;6,57
SE;SP;ITAPEVA;ETANOL;04/01/22;4,759
SE;SP;ITAPEVA;GASOLINA;04/01/22;6,159
SE;RJ;NOVA IGUACU;GASOLINA ADITIVADA;04/01/22;7,439
SE;RJ;NOVA IGUACU;ETANOL;04/01/22;6,129
SE;RJ;NOVA IGUACU;GASOLINA;04/01/22;7,396
NE;SE;NOSSA SENHORA DO SOCORRO;GASOLINA ADITIVADA;04/01/22;6,549
NE;SE;NOSSA SENHORA DO SOCORRO;ETANOL;04/01/22;4,999
NE;SE;NOSSA SENHORA DO SOCORRO;GASOLINA;04/01/22;6,449
N;PA;PARAUAPEBAS;GASOLINA ADITIVADA;04/01/22;7,15
N;PA;PARAUAPEBAS;ETANOL;04/01/22;6,4
N;PA;PARAUAPEBAS;GASOLINA;04/01/22;7,15
NE;PE;PAULISTA;ETANOL;04/01/22;4,99
NE;PE;PAULISTA;GASOLINA;04/01/22;6,49
SE;MG;CAMPO BELO;ETANOL;04/01/22;5,389
SE;MG;CAMPO BELO;GASOLINA;04/01/22;6,999
SE;MG;CAMPO BELO;ETANOL;04/01/22;5,389
SE;MG;CAMPO BELO;GASOLINA;04/01/22;6,989
NE;AL;DELMIRO GOUVEIA;GASOLINA ADITIVADA;04/01/22;7,529
NE;AL;DELMIRO GOUVEIA;ETANOL;04/01/22;5,986
NE;AL;DELMIRO GOUVEIA;GASOLINA;04/01/22;7,229
S;PR;COLOMBO;ETANOL;04/01/22;4,899
S;PR;COLOMBO;GASOLINA;04/01/22;6,099
NE;BA;SALVADOR;GASOLINA ADITIVADA;04/01/22;6,93
NE;BA;SALVADOR;GASOLINA;04/01/22;6,93
NE;BA;SALVADOR;ETANOL;04/01/22;5,63
CO;MT;CUIABA;ETANOL;04/01/22;4,459
CO;MT;CUIABA;GASOLINA;04/01/22;6,479
CO;MT;CUIABA;GASOLINA ADITIVADA;04/01/22;6,655
CO;MT;CUIABA;ETANOL;04/01/22;4,699
CO;MT;CUIABA;GASOLINA;04/01/22;6,599
N;PA;MARABA;GASOLINA ADITIVADA;04/01/22;6,989
N;PA;MARABA;ETANOL;04/01/22;5,899
N;PA;MARABA;GASOLINA;04/01/22;6,889
NE;CE;FORTALEZA;GASOLINA ADITIVADA;04/01/22;6,97
NE;CE;FORTALEZA;ETANOL;04/01/22;5,76
NE;CE;FORTALEZA;GASOLINA;04/01/22;6,87
S;RS;PASSO FUNDO;GASOLINA ADITIVADA;04/01/22;6,799
S;RS;PASSO FUNDO;GASOLINA;04/01/22;6,599
NE;CE;FORTALEZA;GASOLINA ADITIVADA;04/01/22;7,099
NE;CE;FORTALEZA;ETANOL;04/01/22;5,898
NE;CE;FORTALEZA;GASOLINA;04/01/22;6,899
N;PA;PARAUAPEBAS;GASOLINA ADITIVADA;04/01/22;7,19
N;PA;PARAUAPEBAS;ETANOL;04/01/22;6,27
N;PA;PARAUAPEBAS;GASOLINA;04/01/22;7,1
N;TO;PALMAS;GASOLINA ADITIVADA;04/01/22;6,89
N;TO;PALMAS;ETANOL;04/01/22;5,97
N;TO;PALMAS;GASOLINA;04/01/22;6,79
NE;BA;LAURO DE FREITAS;GASOLINA ADITIVADA;04/01/22;6,93
NE;BA;LAURO DE FREITAS;ETANOL;04/01/22;5,63
NE;BA;LAURO DE FREITAS;GASOLINA;04/01/22;6,93
SE;MG;CAMPO BELO;GASOLINA ADITIVADA;04/01/22;6,979
SE;MG;CAMPO BELO;ETANOL;04/01/22;5,4
SE;MG;CAMPO BELO;GASOLINA;04/01/22;6,97
NE;PE;PETROLINA;GASOLINA ADITIVADA;04/01/22;7,18
NE;PE;PETROLINA;ETANOL;04/01/22;5,69
NE;PE;PETROLINA;GASOLINA;04/01/22;7,15
CO;MS;TRES LAGOAS;ETANOL;04/01/22;5,499
CO;MS;TRES LAGOAS;GASOLINA;04/01/22;6,849
CO;MT;CUIABA;GASOLINA ADITIVADA;04/01/22;6,799
CO;MT;CUIABA;ETANOL;04/01/22;4,599
CO;MT;CUIABA;GASOLINA;04/01/22;6,599
SE;ES;SAO MATEUS;GASOLINA;04/01/22;6,89
SE;MG;UBERABA;ETANOL;04/01/22;4,949
SE;MG;UBERABA;GASOLINA;04/01/22;6,779
NE;PB;CAMPINA GRANDE;GASOLINA ADITIVADA;04/01/22;6,27
NE;PB;CAMPINA GRANDE;ETANOL;04/01/22;4,73
NE;PB;CAMPINA GRANDE;GASOLINA;04/01/22;6,27
N;RO;PORTO VELHO;GASOLINA ADITIVADA;04/01/22;6,899
N;RO;PORTO VELHO;ETANOL;04/01/22;6,799
N;RO;PORTO VELHO;GASOLINA;04/01/22;6,799
SE;SP;SAO PAULO;GASOLINA ADITIVADA;04/01/22;6,799
SE;SP;SAO PAULO;ETANOL;04/01/22;4,899
SE;SP;SAO PAULO;GASOLINA;04/01/22;6,399
SE;SP;LIMEIRA;GASOLINA ADITIVADA;04/01/22;6,374
SE;SP;LIMEIRA;ETANOL;04/01/22;4,899
SE;SP;LIMEIRA;GASOLINA;04/01/22;6,199
SE;SP;OSASCO;GASOLINA ADITIVADA;04/01/22;6,359
SE;SP;OSASCO;ETANOL;04/01/22;4,799
SE;SP;OSASCO;GASOLINA;04/01/22;6,259
SE;SP;PIRACICABA;GASOLINA ADITIVADA;04/01/22;6,499
SE;SP;PIRACICABA;ETANOL;04/01/22;4,899
SE;SP;PIRACICABA;GASOLINA;04/01/22;6,299
N;PA;PARAUAPEBAS;GASOLINA ADITIVADA;04/01/22;6,99
SE;SP;LIMEIRA;GASOLINA ADITIVADA;04/01/22;6,399
SE;SP;LIMEIRA;ETANOL;04/01/22;4,699
SE;SP;LIMEIRA;GASOLINA;04/01/22;6,099
S;RS;PORTO ALEGRE;GASOLINA ADITIVADA;04/01/22;6,599
S;RS;PORTO ALEGRE;GASOLINA;04/01/22;6,599
CO;MT;CUIABA;GASOLINA ADITIVADA;04/01/22;6,59
CO;MT;CUIABA;ETANOL;04/01/22;4,49
CO;MT;CUIABA;GASOLINA;04/01/22;6,49
NE;BA;JUAZEIRO;GASOLINA ADITIVADA;04/01/22;7,449
NE;BA;JUAZEIRO;ETANOL;04/01/22;5,899
NE;BA;JUAZEIRO;GASOLINA;04/01/22;7,149
S;SC;SAO JOSE;GASOLINA ADITIVADA;04/01/22;6,799
S;SC;SAO JOSE;GASOLINA;04/01/22;6,699
NE;CE;FORTALEZA;GASOLINA ADITIVADA;04/01/22;6,95
NE;CE;FORTALEZA;ETANOL;04/01/22;5,399
NE;CE;FORTALEZA;GASOLINA;04/01/22;6,65
N;RO;PORTO VELHO;GASOLINA ADITIVADA;04/01/22;6,83
N;RO;PORTO VELHO;GASOLINA;04/01/22;6,59
NE;MA;SAO JOSE DE RIBAMAR;GASOLINA ADITIVADA;04/01/22;6,369
NE;MA;SAO JOSE DE RIBAMAR;GASOLINA;04/01/22;6,369
NE;PB;SOUSA;ETANOL;04/01/22;4,919
NE;PB;SOUSA;GASOLINA;04/01/22;6,799
SE;SP;ADAMANTINA;ETANOL;04/01/22;4,69
SE;SP;ADAMANTINA;GASOLINA;04/01/22;6,04
NE;CE;FORTALEZA;GASOLINA ADITIVADA;04/01/22;6,62
NE;CE;FORTALEZA;GASOLINA;04/01/22;6,52
NE;CE;FORTALEZA;ETANOL;04/01/22;5,49
SE;MG;OLIVEIRA;GASOLINA ADITIVADA;04/01/22;6,79
SE;MG;OLIVEIRA;ETANOL;04/01/22;5,29
SE;MG;OLIVEIRA;GASOLINA;04/01/22;6,79
SE;SP;FRANCA;GASOLINA ADITIVADA;04/01/22;6,449
SE;SP;FRANCA;ETANOL;04/01/22;5,149
N;PA;CAMETA;GASOLINA ADITIVADA;04/01/22;7,1
N;PA;CAMETA;GASOLINA;04/01/22;7
N;RO;CACOAL;GASOLINA ADITIVADA;04/01/22;7,07
N;RO;CACOAL;ETANOL;04/01/22;6,47
N;RO;CACOAL;GASOLINA;04/01/22;7,07
S;PR;MARINGA;GASOLINA ADITIVADA;04/01/22;6,69
S;PR;MARINGA;ETANOL;04/01/22;5,39
S;PR;MARINGA;GASOLINA;04/01/22;6,59
SE;SP;COTIA;GASOLINA ADITIVADA;04/01/22;6,699
SE;SP;COTIA;ETANOL;04/01/22;4,999
SE;SP;COTIA;GASOLINA;04/01/22;6,299
NE;PI;TERESINA;GASOLINA ADITIVADA;04/01/22;6,999
NE;PI;TERESINA;ETANOL;04/01/22;5,29
NE;PI;TERESINA;GASOLINA;04/01/22;6,799
SE;RJ;BELFORD ROXO;ETANOL;04/01/22;6,588
SE;RJ;BELFORD ROXO;GASOLINA;04/01/22;7,089
N;PA;PARAUAPEBAS;GASOLINA ADITIVADA;04/01/22;7,16
N;AM;MANAUS;GASOLINA ADITIVADA;04/01/22;6,59
N;AM;MANAUS;ETANOL;04/01/22;5,29
N;AM;MANAUS;GASOLINA;04/01/22;6,59
S;PR;FRANCISCO BELTRAO;GASOLINA ADITIVADA;04/01/22;6,74
S;PR;FRANCISCO BELTRAO;ETANOL;04/01/22;5,44
S;PR;FRANCISCO BELTRAO;GASOLINA;04/01/22;6,59
S;PR;FRANCISCO BELTRAO;GASOLINA ADITIVADA;04/01/22;6,74
S;PR;FRANCISCO BELTRAO;ETANOL;04/01/22;5,44
S;PR;FRANCISCO BELTRAO;GASOLINA;04/01/22;6,59
NE;PE;PAULISTA;GASOLINA ADITIVADA;04/01/22;6,69
NE;PE;PAULISTA;ETANOL;04/01/22;4,99
NE;PE;PAULISTA;GASOLINA;04/01/22;6,49
NE;CE;FORTALEZA;GASOLINA ADITIVADA;04/01/22;6,62
NE;CE;FORTALEZA;ETANOL;04/01/22;5,28
NE;CE;FORTALEZA;GASOLINA;04/01/22;6,42
SE;SP;JAU;ETANOL;04/01/22;4,849
SE;SP;JAU;GASOLINA;04/01/22;6,249
NE;BA;SALVADOR;GASOLINA ADITIVADA;04/01/22;7,39
NE;BA;SALVADOR;GASOLINA;04/01/22;6,99
NE;BA;SALVADOR;ETANOL;04/01/22;5,69
NE;BA;JUAZEIRO;GASOLINA ADITIVADA;04/01/22;7,299
NE;BA;JUAZEIRO;ETANOL;04/01/22;5,899
NE;BA;JUAZEIRO;GASOLINA;04/01/22;7,149
NE;RN;NATAL;GASOLINA ADITIVADA;04/01/22;7,09
NE;RN;NATAL;ETANOL;04/01/22;5,66
NE;RN;NATAL;GASOLINA;04/01/22;6,99
SE;SP;MIRASSOL;GASOLINA ADITIVADA;04/01/22;6,299
SE;SP;MIRASSOL;ETANOL;04/01/22;4,779
SE;SP;MIRASSOL;GASOLINA;04/01/22;6,099
N;AM;MANAUS;GASOLINA ADITIVADA;04/01/22;6,89
N;AM;MANAUS;ETANOL;04/01/22;5,29
N;AM;MANAUS;GASOLINA;04/01/22;6,59
NE;CE;FORTALEZA;GASOLINA ADITIVADA;04/01/22;7,09
NE;CE;FORTALEZA;ETANOL;04/01/22;5,79
NE;CE;FORTALEZA;GASOLINA;04/01/22;6,77
N;AM;MANAUS;GASOLINA ADITIVADA;04/01/22;6,47
N;AM;MANAUS;ETANOL;04/01/22;5,2
N;AM;MANAUS;GASOLINA;04/01/22;6,47
SE;SP;SAO PAULO;ETANOL;04/01/22;4,599
SE;SP;SAO PAULO;GASOLINA;04/01/22;6,199
SE;SP;BARRETOS;GASOLINA ADITIVADA;04/01/22;6,899
SE;SP;BARRETOS;ETANOL;04/01/22;5,299
SE;SP;BARRETOS;GASOLINA;04/01/22;6,799
NE;BA;EUNAPOLIS;GASOLINA ADITIVADA;04/01/22;7,389
NE;BA;EUNAPOLIS;ETANOL;04/01/22;5,599
NE;BA;EUNAPOLIS;GASOLINA;04/01/22;7,089
SE;MG;JUIZ DE FORA;ETANOL;04/01/22;5,54
SE;MG;JUIZ DE FORA;GASOLINA;04/01/22;7,22
SE;SP;JALES;GASOLINA ADITIVADA;04/01/22;6,659
SE;SP;JALES;ETANOL;04/01/22;4,959
CO;GO;MORRINHOS;GASOLINA ADITIVADA;04/01/22;6,93
CO;GO;MORRINHOS;ETANOL;04/01/22;5,2
CO;GO;MORRINHOS;GASOLINA;04/01/22;6,93
CO;MT;SINOP;GASOLINA ADITIVADA;04/01/22;6,848
CO;MT;SINOP;ETANOL;04/01/22;4,988
CO;MT;SINOP;GASOLINA;04/01/22;6,688
SE;SP;LIMEIRA;GASOLINA ADITIVADA;04/01/22;6,499
SE;SP;LIMEIRA;ETANOL;04/01/22;4,799
SE;SP;LIMEIRA;GASOLINA;04/01/22;6,299
NE;BA;SIMOES FILHO;GASOLINA ADITIVADA;04/01/22;7,25
NE;BA;SIMOES FILHO;ETANOL;04/01/22;5,95
NE;BA;SIMOES FILHO;GASOLINA;04/01/22;6,95
N;AM;MANAUS;GASOLINA ADITIVADA;04/01/22;6,64
N;AM;MANAUS;ETANOL;04/01/22;5,39
N;AM;MANAUS;GASOLINA;04/01/22;6,59
SE;SP;MOGI DAS CRUZES;GASOLINA ADITIVADA;04/01/22;6,299
SE;SP;MOGI DAS CRUZES;ETANOL;04/01/22;4,499
SE;SP;MOGI DAS CRUZES;GASOLINA;04/01/22;5,899
S;PR;CAMPO MOURAO;GASOLINA ADITIVADA;04/01/22;6,37
S;PR;CAMPO MOURAO;ETANOL;04/01/22;4,97
S;PR;CAMPO MOURAO;GASOLINA;04/01/22;6,27
S;SC;CACADOR;GASOLINA ADITIVADA;04/01/22;6,489
S;SC;CACADOR;GASOLINA;04/01/22;6,479
CO;MS;PONTA PORA;GASOLINA ADITIVADA;04/01/22;6,859
CO;MS;PONTA PORA;ETANOL;04/01/22;5,479
CO;MS;PONTA PORA;GASOLINA;04/01/22;6,389
SE;MG;OLIVEIRA;ETANOL;04/01/22;5,35
SE;MG;OLIVEIRA;GASOLINA;04/01/22;6,85
SE;RJ;SAQUAREMA;GASOLINA ADITIVADA;04/01/22;7,319
SE;RJ;SAQUAREMA;ETANOL;04/01/22;6,499
SE;RJ;SAQUAREMA;GASOLINA;04/01/22;7,259
NE;MA;IMPERATRIZ;GASOLINA ADITIVADA;04/01/22;6,599
NE;MA;IMPERATRIZ;ETANOL;04/01/22;5,849
NE;MA;IMPERATRIZ;GASOLINA;04/01/22;6,499
S;PR;PINHAIS;GASOLINA ADITIVADA;04/01/22;6,259
S;PR;PINHAIS;ETANOL;04/01/22;4,759
S;PR;PINHAIS;GASOLINA;04/01/22;6,059
CO;MT;ALTA FLORESTA;ETANOL;04/01/22;5,48
CO;MT;ALTA FLORESTA;GASOLINA;04/01/22;7,25
NE;RN;NATAL;GASOLINA;04/01/22;6,95
S;RS;PASSO FUNDO;GASOLINA ADITIVADA;04/01/22;6,579
S;RS;PASSO FUNDO;GASOLINA;04/01/22;6,369
NE;MA;IMPERATRIZ;ETANOL;04/01/22;5,59
NE;MA;IMPERATRIZ;GASOLINA;04/01/22;6,47
S;RS;PORTO ALEGRE;GASOLINA ADITIVADA;04/01/22;6,999
S;RS;PORTO ALEGRE;ETANOL;04/01/22;6,879
S;RS;PORTO ALEGRE;GASOLINA;04/01/22;6,799
NE;RN;NATAL;GASOLINA ADITIVADA;04/01/22;6,89
NE;RN;NATAL;ETANOL;04/01/22;5,69
SE;RJ;NOVA IGUACU;GASOLINA ADITIVADA;04/01/22;7,299
SE;RJ;NOVA IGUACU;ETANOL;04/01/22;6,199
SE;RJ;NOVA IGUACU;GASOLINA;04/01/22;7,299
S;PR;COLOMBO;GASOLINA ADITIVADA;04/01/22;6,299
S;PR;COLOMBO;ETANOL;04/01/22;4,899
S;PR;COLOMBO;GASOLINA;04/01/22;6,099
NE;BA;SIMOES FILHO;GASOLINA ADITIVADA;04/01/22;6,85
NE;BA;SIMOES FILHO;ETANOL;04/01/22;5,69
NE;BA;SIMOES FILHO;GASOLINA;04/01/22;6,85
CO;MT;SINOP;GASOLINA ADITIVADA;04/01/22;6,538
CO;MT;SINOP;ETANOL;04/01/22;4,788
CO;MT;SINOP;GASOLINA;04/01/22;6,488
NE;RN;NATAL;GASOLINA ADITIVADA;04/01/22;6,99
NE;RN;NATAL;ETANOL;04/01/22;5,69
NE;CE;FORTALEZA;GASOLINA ADITIVADA;04/01/22;6,54
NE;CE;FORTALEZA;ETANOL;04/01/22;5,29
NE;CE;FORTALEZA;GASOLINA;04/01/22;6,47
SE;MG;CAMPO BELO;ETANOL;04/01/22;5,399
SE;MG;CAMPO BELO;GASOLINA;04/01/22;6,999
N;PA;CONCEICAO DO ARAGUAIA;GASOLINA ADITIVADA;04/01/22;7,35
N;PA;CONCEICAO DO ARAGUAIA;GASOLINA;04/01/22;7,3
SE;MG;UBERABA;GASOLINA ADITIVADA;04/01/22;6,999
SE;MG;UBERABA;ETANOL;04/01/22;4,949
SE;MG;UBERABA;GASOLINA;04/01/22;6,899
SE;SP;ARACATUBA;GASOLINA ADITIVADA;04/01/22;6,299
SE;SP;ARACATUBA;ETANOL;04/01/22;4,399
SE;SP;ARACATUBA;GASOLINA;04/01/22;5,999
SE;MG;IPATINGA;GASOLINA ADITIVADA;04/01/22;7,146
SE;MG;IPATINGA;ETANOL;04/01/22;5,496
SE;MG;IPATINGA;GASOLINA;04/01/22;6,996
NE;SE;NOSSA SENHORA DO SOCORRO;GASOLINA ADITIVADA;04/01/22;6,79
NE;SE;NOSSA SENHORA DO SOCORRO;ETANOL;04/01/22;4,999
NE;SE;NOSSA SENHORA DO SOCORRO;GASOLINA;04/01/22;6,79
SE;SP;CARAPICUIBA;GASOLINA ADITIVADA;04/01/22;6,279
SE;SP;CARAPICUIBA;ETANOL;04/01/22;4,499
SE;SP;CARAPICUIBA;GASOLINA;04/01/22;5,679
SE;ES;SAO MATEUS;GASOLINA ADITIVADA;04/01/22;6,89
SE;ES;SAO MATEUS;ETANOL;04/01/22;5,95
SE;ES;SAO MATEUS;GASOLINA;04/01/22;6,89
S;SC;BIGUACU;GASOLINA ADITIVADA;04/01/22;6,799
S;SC;BIGUACU;GASOLINA;04/01/22;6,669
SE;MG;IPATINGA;ETANOL;04/01/22;5,399
SE;MG;IPATINGA;GASOLINA;04/01/22;6,899
S;RS;PORTO ALEGRE;GASOLINA ADITIVADA;04/01/22;6,999
S;RS;PORTO ALEGRE;GASOLINA;04/01/22;6,799
NE;PI;TERESINA;GASOLINA ADITIVADA;04/01/22;6,999
NE;PI;TERESINA;ETANOL;04/01/22;5,279
NE;PI;TERESINA;GASOLINA;04/01/22;6,699
NE;PE;PETROLINA;GASOLINA ADITIVADA;04/01/22;7,163
NE;PE;PETROLINA;ETANOL;04/01/22;5,853
NE;PE;PETROLINA;GASOLINA;04/01/22;7,149
SE;SP;SAO PAULO;ETANOL;04/01/22;4,499
SE;SP;SAO PAULO;GASOLINA;04/01/22;5,999
SE;SP;CUBATAO;ETANOL;04/01/22;5,599
SE;SP;CUBATAO;GASOLINA;04/01/22;6,599
NE;BA;SALVADOR;GASOLINA ADITIVADA;04/01/22;7,39
NE;BA;SALVADOR;GASOLINA;04/01/22;6,99
NE;BA;SALVADOR;ETANOL;04/01/22;5,99
N;RO;PORTO VELHO;GASOLINA ADITIVADA;04/01/22;6,88
N;RO;PORTO VELHO;GASOLINA;04/01/22;6,679
N;AM;MANAUS;GASOLINA ADITIVADA;04/01/22;6,69
N;AM;MANAUS;ETANOL;04/01/22;5,499
N;AM;MANAUS;GASOLINA;04/01/22;6,59
S;SC;JOINVILLE;GASOLINA ADITIVADA;04/01/22;6,439
S;SC;JOINVILLE;GASOLINA;04/01/22;6,339
NE;SE;ITABAIANA;GASOLINA ADITIVADA;04/01/22;6,43
NE;SE;ITABAIANA;GASOLINA;04/01/22;6,43
S;RS;PASSO FUNDO;GASOLINA ADITIVADA;04/01/22;6,439
S;RS;PASSO FUNDO;GASOLINA;04/01/22;6,309
SE;MG;UBERABA;GASOLINA ADITIVADA;04/01/22;6,779
SE;MG;UBERABA;ETANOL;04/01/22;4,949
SE;MG;UBERABA;GASOLINA;04/01/22;6,779
SE;RJ;BELFORD ROXO;GASOLINA ADITIVADA;04/01/22;7,099
SE;RJ;BELFORD ROXO;ETANOL;04/01/22;5,599
SE;RJ;BELFORD ROXO;GASOLINA;04/01/22;6,999
S;RS;PORTO ALEGRE;GASOLINA ADITIVADA;04/01/22;7,299
S;RS;PORTO ALEGRE;ETANOL;04/01/22;6,599
S;RS;PORTO ALEGRE;GASOLINA;04/01/22;6,899
S;PR;MARINGA;GASOLINA ADITIVADA;04/01/22;6,68
S;PR;MARINGA;ETANOL;04/01/22;5,38
S;PR;MARINGA;GASOLINA;04/01/22;6,58
NE;PB;JOAO PESSOA;GASOLINA ADITIVADA;04/01/22;6,59
NE;PB;JOAO PESSOA;ETANOL;04/01/22;4,99
NE;PB;JOAO PESSOA;GASOLINA;04/01/22;6,48
N;RO;VILHENA;GASOLINA ADITIVADA;04/01/22;6,749
N;RO;VILHENA;GASOLINA;04/01/22;6,749
CO;MS;TRES LAGOAS;ETANOL;04/01/22;5,455
CO;MS;TRES LAGOAS;GASOLINA;04/01/22;6,655
SE;SP;SAO PAULO;GASOLINA ADITIVADA;04/01/22;6,599
SE;SP;SAO PAULO;ETANOL;04/01/22;4,599
SE;SP;SAO PAULO;GASOLINA;04/01/22;6,299
S;RS;IJUI;GASOLINA ADITIVADA;04/01/22;6,799
S;RS;IJUI;GASOLINA;04/01/22;6,799
NE;BA;FEIRA DE SANTANA;GASOLINA ADITIVADA;04/01/22;6,799
NE;BA;FEIRA DE SANTANA;ETANOL;04/01/22;5,199
NE;BA;FEIRA DE SANTANA;GASOLINA;04/01/22;6,799
NE;CE;FORTALEZA;GASOLINA ADITIVADA;04/01/22;6,62
NE;CE;FORTALEZA;ETANOL;04/01/22;5,89
NE;CE;FORTALEZA;GASOLINA;04/01/22;6,49
NE;PE;PAULISTA;GASOLINA ADITIVADA;04/01/22;6,69
NE;PE;PAULISTA;ETANOL;04/01/22;4,998
NE;PE;PAULISTA;GASOLINA;04/01/22;6,49
SE;SP;CUBATAO;GASOLINA ADITIVADA;04/01/22;6,959
SE;SP;CUBATAO;ETANOL;04/01/22;5,699
SE;SP;CUBATAO;GASOLINA;04/01/22;6,799
N;PA;CAMETA;GASOLINA;04/01/22;6,88
NE;MA;SAO JOSE DE RIBAMAR;GASOLINA;04/01/22;6,399
S;PR;MARINGA;GASOLINA ADITIVADA;04/01/22;6,89
S;PR;MARINGA;ETANOL;04/01/22;5,59
S;PR;MARINGA;GASOLINA;04/01/22;6,79
S;PR;CORNELIO PROCOPIO;ETANOL;04/01/22;5,1
S;PR;CORNELIO PROCOPIO;GASOLINA;04/01/22;6,71
S;PR;CAMPO MOURAO;GASOLINA ADITIVADA;04/01/22;6,69
S;PR;CAMPO MOURAO;ETANOL;04/01/22;4,99
S;PR;CAMPO MOURAO;GASOLINA;04/01/22;6,29
NE;AL;ARAPIRACA;GASOLINA ADITIVADA;04/01/22;6,799
NE;AL;ARAPIRACA;ETANOL;04/01/22;5,099
NE;AL;ARAPIRACA;GASOLINA;04/01/22;6,699
NE;CE;FORTALEZA;GASOLINA ADITIVADA;04/01/22;7,099
NE;CE;FORTALEZA;ETANOL;04/01/22;5,799
NE;CE;FORTALEZA;GASOLINA;04/01/22;6,899
SE;RJ;NOVA IGUACU;GASOLINA ADITIVADA;04/01/22;7,099
SE;RJ;NOVA IGUACU;ETANOL;04/01/22;5,999
SE;RJ;NOVA IGUACU;GASOLINA;04/01/22;7,099
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;04/01/22;7,459
SE;RJ;RIO DE JANEIRO;ETANOL;04/01/22;6,199
SE;RJ;RIO DE JANEIRO;GASOLINA;04/01/22;7,299
N;RR;BOA VISTA;GASOLINA ADITIVADA;04/01/22;6,57
N;RR;BOA VISTA;GASOLINA;04/01/22;6,39
SE;MG;BETIM;GASOLINA ADITIVADA;04/01/22;6,974
SE;MG;BETIM;ETANOL;04/01/22;5,274
SE;MG;BETIM;GASOLINA;04/01/22;6,774
N;PA;CONCEICAO DO ARAGUAIA;GASOLINA ADITIVADA;04/01/22;7,3
N;PA;CONCEICAO DO ARAGUAIA;GASOLINA;04/01/22;7,3
NE;MA;SAO JOSE DE RIBAMAR;GASOLINA;04/01/22;6,299
S;PR;CAMBE;ETANOL;04/01/22;4,949
S;PR;CAMBE;GASOLINA;04/01/22;6,249
NE;BA;SIMOES FILHO;GASOLINA ADITIVADA;04/01/22;7,299
NE;BA;SIMOES FILHO;ETANOL;04/01/22;5,29
NE;BA;SIMOES FILHO;GASOLINA;04/01/22;6,999
N;RO;VILHENA;GASOLINA ADITIVADA;04/01/22;6,698
N;RO;VILHENA;GASOLINA;04/01/22;6,698
S;PR;CAMPO MOURAO;GASOLINA ADITIVADA;04/01/22;6,55
S;PR;CAMPO MOURAO;ETANOL;04/01/22;5,05
S;PR;CAMPO MOURAO;GASOLINA;04/01/22;6,35
SE;MG;BETIM;GASOLINA ADITIVADA;04/01/22;6,874
SE;MG;BETIM;ETANOL;04/01/22;5,274
SE;MG;BETIM;GASOLINA;04/01/22;6,774
NE;PB;CAMPINA GRANDE;GASOLINA ADITIVADA;04/01/22;6,65
NE;PB;CAMPINA GRANDE;ETANOL;04/01/22;4,899
NE;PB;CAMPINA GRANDE;GASOLINA;04/01/22;6,499
NE;CE;FORTALEZA;GASOLINA ADITIVADA;04/01/22;7,29
NE;CE;FORTALEZA;ETANOL;04/01/22;5,89
NE;CE;FORTALEZA;GASOLINA;04/01/22;6,79
N;AC;RIO BRANCO;GASOLINA ADITIVADA;04/01/22;7,109
N;AC;RIO BRANCO;GASOLINA;04/01/22;6,979
N;RO;VILHENA;GASOLINA ADITIVADA;04/01/22;6,779
N;RO;VILHENA;ETANOL;04/01/22;5,799
SE;SP;MONTE ALTO;ETANOL;04/01/22;4,79
SE;SP;MONTE ALTO;GASOLINA;04/01/22;6,49
CO;DF;BRASILIA;GASOLINA ADITIVADA;04/01/22;6,858
CO;DF;BRASILIA;ETANOL;04/01/22;5,748
CO;DF;BRASILIA;GASOLINA;04/01/22;6,858
SE;SP;ARACATUBA;ETANOL;04/01/22;4,499
SE;SP;ARACATUBA;GASOLINA;04/01/22;6,149
SE;SP;LORENA;GASOLINA ADITIVADA;04/01/22;6,599
SE;SP;LORENA;ETANOL;04/01/22;5,099
SE;SP;LORENA;GASOLINA;04/01/22;6,399
