Regiao - Sigla;Estado - Sigla;Municipio;Produto;Data da Coleta;Valor de Venda
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,899
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,999
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;6,999
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,699
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,799
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;6,899
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,899
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,999
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;6,999
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,799
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,899
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;6,999
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,899
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,999
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,699
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,799
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;6,899
SE;MG;UBERLANDIA;GASOLINA;17/01/22;7,099
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,999
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;7,299
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,999
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,999
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;7,099
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,899
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,899
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,899
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,799
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;6,999
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,699
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,799
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;6,899
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,799
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,899
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;7,029
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,599
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,699
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;6,599
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,899
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,999
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;6,999
SE;MG;UBERLANDIA;GASOLINA;17/01/22;6,879
SE;MG;UBERLANDIA;ETANOL;17/01/22;4,989
SE;MG;UBERLANDIA;GASOLINA ADITIVADA;17/01/22;6,879
SE;MG;VARGINHA;GASOLINA;17/01/22;6,989
SE;MG;VARGINHA;ETANOL;17/01/22;4,999
SE;MG;VARGINHA;GASOLINA ADITIVADA;17/01/22;7,099
SE;MG;VARGINHA;GASOLINA;17/01/22;6,899
SE;MG;VARGINHA;ETANOL;17/01/22;4,999
SE;MG;VARGINHA;GASOLINA;17/01/22;6,898
SE;MG;VARGINHA;ETANOL;17/01/22;4,998
SE;MG;VARGINHA;GASOLINA;17/01/22;6,899
SE;MG;VARGINHA;ETANOL;17/01/22;5,249
SE;MG;VARGINHA;GASOLINA ADITIVADA;17/01/22;7,199
SE;MG;VARGINHA;GASOLINA;17/01/22;7,499
SE;MG;VARGINHA;ETANOL;17/01/22;5,596
SE;MG;VARGINHA;GASOLINA;17/01/22;6,999
SE;MG;VARGINHA;ETANOL;17/01/22;5,099
SE;MG;VARGINHA;GASOLINA ADITIVADA;17/01/22;7,099
SE;MG;VARGINHA;GASOLINA;17/01/22;6,999
SE;MG;VARGINHA;ETANOL;17/01/22;5,299
SE;MG;VARGINHA;GASOLINA ADITIVADA;17/01/22;7,099
CO;MS;DOURADOS;GASOLINA;17/01/22;6,319
CO;MS;DOURADOS;ETANOL;17/01/22;5,259
CO;MS;DOURADOS;GASOLINA;17/01/22;6,499
CO;MS;DOURADOS;ETANOL;17/01/22;5,459
CO;MS;DOURADOS;GASOLINA ADITIVADA;17/01/22;6,699
CO;MS;DOURADOS;GASOLINA;17/01/22;6,58
CO;MS;DOURADOS;ETANOL;17/01/22;5,23
CO;MT;CUIABA;GASOLINA;17/01/22;6,599
CO;MT;CUIABA;ETANOL;17/01/22;4,899
CO;MT;CUIABA;GASOLINA;17/01/22;6,49
CO;MT;CUIABA;ETANOL;17/01/22;4,899
CO;MT;CUIABA;GASOLINA ADITIVADA;17/01/22;6,49
CO;MT;CUIABA;GASOLINA;17/01/22;6,455
CO;MT;CUIABA;ETANOL;17/01/22;4,855
CO;MT;CUIABA;GASOLINA ADITIVADA;17/01/22;6,455
CO;MT;CUIABA;GASOLINA;17/01/22;6,499
CO;MT;CUIABA;ETANOL;17/01/22;4,899
CO;MT;CUIABA;GASOLINA ADITIVADA;17/01/22;6,699
CO;MT;CUIABA;GASOLINA;17/01/22;6,499
CO;MT;CUIABA;ETANOL;17/01/22;4,899
CO;MT;CUIABA;GASOLINA ADITIVADA;17/01/22;6,499
CO;MT;CUIABA;GASOLINA;17/01/22;6,499
CO;MT;CUIABA;ETANOL;17/01/22;4,899
CO;MT;CUIABA;GASOLINA ADITIVADA;17/01/22;6,599
CO;MT;CUIABA;GASOLINA;17/01/22;6,47
CO;MT;CUIABA;ETANOL;17/01/22;4,87
CO;MT;CUIABA;GASOLINA;17/01/22;6,455
CO;MT;CUIABA;ETANOL;17/01/22;4,855
CO;MT;CUIABA;GASOLINA;17/01/22;6,477
CO;MT;CUIABA;ETANOL;17/01/22;4,877
CO;MT;CUIABA;GASOLINA ADITIVADA;17/01/22;6,677
CO;MT;CUIABA;GASOLINA;17/01/22;6,499
CO;MT;CUIABA;ETANOL;17/01/22;4,899
CO;MT;CUIABA;GASOLINA ADITIVADA;17/01/22;6,699
CO;MT;CUIABA;GASOLINA;17/01/22;6,249
CO;MT;CUIABA;ETANOL;17/01/22;4,699
CO;MT;CUIABA;GASOLINA;17/01/22;6,677
CO;MT;CUIABA;ETANOL;17/01/22;4,897
CO;MT;CUIABA;GASOLINA;17/01/22;6,677
CO;MT;CUIABA;ETANOL;17/01/22;4,897
CO;MT;CUIABA;GASOLINA;17/01/22;6,399
CO;MT;CUIABA;ETANOL;17/01/22;4,659
CO;MT;CUIABA;GASOLINA ADITIVADA;17/01/22;6,499
CO;MT;CUIABA;GASOLINA;17/01/22;6,599
CO;MT;CUIABA;ETANOL;17/01/22;4,899
CO;MT;CUIABA;GASOLINA ADITIVADA;17/01/22;6,599
CO;MT;SINOP;GASOLINA;17/01/22;6,568
CO;MT;SINOP;ETANOL;17/01/22;4,818
CO;MT;SINOP;GASOLINA ADITIVADA;17/01/22;6,578
CO;MT;SINOP;GASOLINA;17/01/22;6,699
CO;MT;SINOP;ETANOL;17/01/22;4,899
CO;MT;SINOP;GASOLINA;17/01/22;6,759
CO;MT;SINOP;ETANOL;17/01/22;4,999
CO;MT;SINOP;GASOLINA;17/01/22;6,629
CO;MT;SINOP;ETANOL;17/01/22;4,999
CO;MT;SINOP;GASOLINA ADITIVADA;17/01/22;6,729
N;PA;ALTAMIRA;GASOLINA;17/01/22;7,15
N;PA;BELEM;GASOLINA;17/01/22;6,79
N;PA;BELEM;ETANOL;17/01/22;6,09
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;6,89
N;PA;BELEM;GASOLINA;17/01/22;6,799
N;PA;BELEM;ETANOL;17/01/22;6,199
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;7,299
N;PA;BELEM;GASOLINA;17/01/22;6,699
N;PA;BELEM;ETANOL;17/01/22;6,399
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;7,099
N;PA;BELEM;GASOLINA;17/01/22;6,68
N;PA;BELEM;ETANOL;17/01/22;6,15
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;7,19
N;PA;BELEM;GASOLINA;17/01/22;6,699
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;6,799
N;PA;BELEM;GASOLINA;17/01/22;6,79
N;PA;BELEM;ETANOL;17/01/22;6,55
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;6,99
N;PA;BELEM;GASOLINA;17/01/22;6,62
N;PA;BELEM;GASOLINA;17/01/22;6,68
N;PA;BELEM;ETANOL;17/01/22;5,98
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;7,09
N;PA;BELEM;GASOLINA;17/01/22;6,699
N;PA;BELEM;ETANOL;17/01/22;6,149
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;6,899
N;PA;BELEM;GASOLINA;17/01/22;6,699
N;PA;BELEM;ETANOL;17/01/22;6,596
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;7,449
N;PA;BELEM;GASOLINA;17/01/22;6,799
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;6,899
N;PA;BELEM;GASOLINA;17/01/22;6,79
N;PA;BELEM;ETANOL;17/01/22;6,55
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;6,99
N;PA;BELEM;GASOLINA;17/01/22;6,79
N;PA;BELEM;ETANOL;17/01/22;6,55
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;6,69
N;PA;BELEM;GASOLINA;17/01/22;6,589
N;PA;BELEM;ETANOL;17/01/22;5,959
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;6,629
N;PA;BELEM;GASOLINA;17/01/22;6,758
N;PA;BELEM;ETANOL;17/01/22;6,548
N;PA;BELEM;GASOLINA ADITIVADA;17/01/22;6,958
N;PA;BELEM;GASOLINA;17/01/22;6,62
N;PA;CASTANHAL;GASOLINA;17/01/22;6,849
N;PA;CASTANHAL;ETANOL;17/01/22;6,099
N;PA;CASTANHAL;GASOLINA ADITIVADA;17/01/22;6,949
N;PA;MARABA;GASOLINA;17/01/22;6,81
N;PA;MARABA;ETANOL;17/01/22;6
N;PA;MARABA;GASOLINA ADITIVADA;17/01/22;6,82
N;PA;MARABA;GASOLINA;17/01/22;6,88
N;PA;MARABA;GASOLINA ADITIVADA;17/01/22;6,98
NE;PB;BAYEUX;GASOLINA;17/01/22;6,7
NE;PB;BAYEUX;ETANOL;17/01/22;5,63
NE;PB;BAYEUX;GASOLINA;17/01/22;6,49
NE;PB;BAYEUX;ETANOL;17/01/22;5,09
NE;PB;BAYEUX;GASOLINA;17/01/22;6,699
NE;PB;BAYEUX;GASOLINA ADITIVADA;17/01/22;6,799
NE;PB;BAYEUX;GASOLINA;17/01/22;6,59
NE;PB;BAYEUX;ETANOL;17/01/22;5,09
NE;PB;CAMPINA GRANDE;GASOLINA;17/01/22;6,39
NE;PB;CAMPINA GRANDE;ETANOL;17/01/22;4,99
NE;PB;CAMPINA GRANDE;GASOLINA ADITIVADA;17/01/22;6,65
NE;PB;CAMPINA GRANDE;GASOLINA;17/01/22;6,38
NE;PB;CAMPINA GRANDE;ETANOL;17/01/22;4,899
NE;PB;CAMPINA GRANDE;GASOLINA;17/01/22;6,459
NE;PB;CAMPINA GRANDE;ETANOL;17/01/22;4,99
NE;PB;CAMPINA GRANDE;GASOLINA;17/01/22;6,499
NE;PB;CAMPINA GRANDE;ETANOL;17/01/22;4,999
NE;PB;CAMPINA GRANDE;GASOLINA ADITIVADA;17/01/22;6,549
NE;PB;CAMPINA GRANDE;GASOLINA;17/01/22;6,48
NE;PB;CAMPINA GRANDE;ETANOL;17/01/22;4,87
NE;PB;CAMPINA GRANDE;GASOLINA;17/01/22;6,499
NE;PB;CAMPINA GRANDE;ETANOL;17/01/22;4,999
NE;PB;CAMPINA GRANDE;GASOLINA ADITIVADA;17/01/22;6,599
NE;PB;CAMPINA GRANDE;GASOLINA;17/01/22;6,49
NE;PB;CAMPINA GRANDE;ETANOL;17/01/22;4,99
NE;PB;CAMPINA GRANDE;GASOLINA ADITIVADA;17/01/22;6,69
NE;PB;CAMPINA GRANDE;GASOLINA;17/01/22;6,599
NE;PB;CAMPINA GRANDE;ETANOL;17/01/22;4,999
NE;PB;CAMPINA GRANDE;GASOLINA ADITIVADA;17/01/22;6,759
NE;PE;BELO JARDIM;GASOLINA;17/01/22;6,299
NE;PE;BELO JARDIM;ETANOL;17/01/22;4,999
NE;PE;BELO JARDIM;GASOLINA;17/01/22;6,39
NE;PE;BELO JARDIM;ETANOL;17/01/22;5,39
NE;PE;BELO JARDIM;GASOLINA;17/01/22;6,299
NE;PE;BELO JARDIM;ETANOL;17/01/22;4,999
NE;PE;BELO JARDIM;GASOLINA ADITIVADA;17/01/22;6,469
NE;PE;BELO JARDIM;GASOLINA;17/01/22;6,599
NE;PE;BELO JARDIM;ETANOL;17/01/22;5,299
NE;PE;BELO JARDIM;GASOLINA ADITIVADA;17/01/22;6,699
NE;PE;GARANHUNS;GASOLINA;17/01/22;6,399
NE;PE;GARANHUNS;ETANOL;17/01/22;5,399
NE;PE;GARANHUNS;GASOLINA;17/01/22;6,15
NE;PE;GARANHUNS;ETANOL;17/01/22;4,85
NE;PE;GARANHUNS;GASOLINA;17/01/22;6,39
NE;PE;GARANHUNS;ETANOL;17/01/22;5,19
NE;PE;GARANHUNS;GASOLINA ADITIVADA;17/01/22;6,59
NE;PE;GARANHUNS;GASOLINA;17/01/22;6,39
NE;PE;GARANHUNS;ETANOL;17/01/22;5,19
NE;PE;GOIANA;GASOLINA;17/01/22;6,39
NE;PE;GOIANA;ETANOL;17/01/22;4,99
NE;PE;GOIANA;GASOLINA;17/01/22;6,699
NE;PE;GOIANA;ETANOL;17/01/22;5,199
NE;PE;GOIANA;GASOLINA ADITIVADA;17/01/22;6,799
NE;PE;GOIANA;GASOLINA;17/01/22;6,69
NE;PE;GOIANA;ETANOL;17/01/22;5,69
NE;PE;GOIANA;GASOLINA;17/01/22;6,699
NE;PE;GOIANA;ETANOL;17/01/22;5,299
NE;PE;GOIANA;GASOLINA ADITIVADA;17/01/22;6,899
NE;PE;PAULISTA;GASOLINA;17/01/22;6,499
NE;PE;PAULISTA;ETANOL;17/01/22;4,999
NE;PE;PAULISTA;GASOLINA ADITIVADA;17/01/22;6,659
NE;PE;PAULISTA;GASOLINA;17/01/22;6,57
NE;PE;PAULISTA;ETANOL;17/01/22;4,99
NE;PE;PAULISTA;GASOLINA;17/01/22;6,64
NE;PE;PAULISTA;ETANOL;17/01/22;5,17
NE;PE;PAULISTA;GASOLINA ADITIVADA;17/01/22;6,94
NE;PE;PAULISTA;GASOLINA;17/01/22;6,58
NE;PE;PAULISTA;ETANOL;17/01/22;4,99
NE;PE;PAULISTA;GASOLINA ADITIVADA;17/01/22;6,58
NE;PE;PAULISTA;GASOLINA;17/01/22;6,47
NE;PE;PAULISTA;ETANOL;17/01/22;4,98
NE;PE;PAULISTA;GASOLINA ADITIVADA;17/01/22;6,47
NE;PE;PAULISTA;GASOLINA;17/01/22;6,599
NE;PE;PAULISTA;ETANOL;17/01/22;5,299
NE;PE;PAULISTA;GASOLINA ADITIVADA;17/01/22;6,699
NE;PE;PAULISTA;GASOLINA;17/01/22;6,499
NE;PE;PAULISTA;ETANOL;17/01/22;4,999
NE;PE;PAULISTA;GASOLINA;17/01/22;6,697
NE;PE;PAULISTA;ETANOL;17/01/22;5,349
NE;PE;PAULISTA;GASOLINA ADITIVADA;17/01/22;6,796
NE;PE;PAULISTA;GASOLINA;17/01/22;6,489
NE;PE;PAULISTA;ETANOL;17/01/22;4,999
NE;PE;PAULISTA;GASOLINA ADITIVADA;17/01/22;6,489
NE;PE;PETROLINA;GASOLINA;17/01/22;7,34
NE;PE;PETROLINA;ETANOL;17/01/22;5,94
NE;PE;PETROLINA;GASOLINA ADITIVADA;17/01/22;7,35
NE;PE;PETROLINA;GASOLINA;17/01/22;7,51
NE;PE;PETROLINA;ETANOL;17/01/22;6,05
NE;PE;PETROLINA;GASOLINA ADITIVADA;17/01/22;7,61
NE;PI;TERESINA;GASOLINA;17/01/22;6,98
NE;PI;TERESINA;GASOLINA ADITIVADA;17/01/22;6,98
NE;PI;TERESINA;GASOLINA;17/01/22;6,997
NE;PI;TERESINA;ETANOL;17/01/22;5,697
NE;PI;TERESINA;GASOLINA ADITIVADA;17/01/22;7,297
S;PR;CORNELIO PROCOPIO;GASOLINA;17/01/22;6,88
S;PR;CORNELIO PROCOPIO;ETANOL;17/01/22;5,28
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,59
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;4,99
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,79
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,79
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;5,09
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,89
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,55
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;4,89
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,57
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,79
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;5,09
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,89
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,79
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;5,15
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,91
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,79
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;5,15
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,91
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,79
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;5,15
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,91
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,61
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;5,15
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,61
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,59
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;5,09
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,62
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,52
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;4,99
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,52
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,54
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;4,93
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,54
S;PR;FOZ DO IGUACU;GASOLINA;17/01/22;6,68
S;PR;FOZ DO IGUACU;ETANOL;17/01/22;5,09
S;PR;FOZ DO IGUACU;GASOLINA ADITIVADA;17/01/22;6,79
S;PR;UMUARAMA;GASOLINA;17/01/22;6,8
S;PR;UMUARAMA;ETANOL;17/01/22;5,16
S;PR;UMUARAMA;GASOLINA ADITIVADA;17/01/22;6,9
S;PR;UMUARAMA;GASOLINA;17/01/22;6,799
S;PR;UMUARAMA;ETANOL;17/01/22;5,288
S;PR;UMUARAMA;GASOLINA ADITIVADA;17/01/22;6,999
S;PR;UMUARAMA;GASOLINA;17/01/22;6,67
S;PR;UMUARAMA;ETANOL;17/01/22;5,17
S;PR;UMUARAMA;GASOLINA ADITIVADA;17/01/22;6,67
S;PR;UNIAO DA VITORIA;GASOLINA;17/01/22;6,075
S;PR;UNIAO DA VITORIA;ETANOL;17/01/22;5,029
S;PR;UNIAO DA VITORIA;GASOLINA ADITIVADA;17/01/22;6,095
S;PR;UNIAO DA VITORIA;GASOLINA;17/01/22;6,82
S;PR;UNIAO DA VITORIA;ETANOL;17/01/22;5,68
S;PR;UNIAO DA VITORIA;GASOLINA ADITIVADA;17/01/22;6,92
S;PR;UNIAO DA VITORIA;GASOLINA;17/01/22;6,83
S;PR;UNIAO DA VITORIA;ETANOL;17/01/22;5,67
S;PR;UNIAO DA VITORIA;GASOLINA ADITIVADA;17/01/22;6,93
S;PR;UNIAO DA VITORIA;GASOLINA;17/01/22;6,72
S;PR;UNIAO DA VITORIA;ETANOL;17/01/22;5,49
S;PR;UNIAO DA VITORIA;GASOLINA ADITIVADA;17/01/22;6,82
SE;RJ;ANGRA DOS REIS;GASOLINA;17/01/22;7,999
SE;RJ;ANGRA DOS REIS;ETANOL;17/01/22;7,199
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;17/01/22;8,209
SE;RJ;ANGRA DOS REIS;GASOLINA;17/01/22;7,678
SE;RJ;ANGRA DOS REIS;ETANOL;17/01/22;6,698
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;17/01/22;7,849
SE;RJ;ANGRA DOS REIS;GASOLINA;17/01/22;7,999
SE;RJ;ANGRA DOS REIS;ETANOL;17/01/22;7,199
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;17/01/22;8,199
SE;RJ;ANGRA DOS REIS;GASOLINA;17/01/22;7,799
SE;RJ;ANGRA DOS REIS;ETANOL;17/01/22;6,888
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;17/01/22;7,999
SE;RJ;ANGRA DOS REIS;GASOLINA;17/01/22;7,759
SE;RJ;ANGRA DOS REIS;ETANOL;17/01/22;6,959
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;17/01/22;7,959
SE;RJ;ANGRA DOS REIS;GASOLINA;17/01/22;7,599
SE;RJ;ANGRA DOS REIS;ETANOL;17/01/22;6,444
SE;RJ;ANGRA DOS REIS;GASOLINA ADITIVADA;17/01/22;7,599
SE;RJ;ANGRA DOS REIS;GASOLINA;17/01/22;7,999
SE;RJ;ANGRA DOS REIS;ETANOL;17/01/22;7,199
SE;RJ;CAMPOS DOS GOYTACAZES;GASOLINA;17/01/22;7,099
SE;RJ;CAMPOS DOS GOYTACAZES;ETANOL;17/01/22;5,799
SE;RJ;CAMPOS DOS GOYTACAZES;GASOLINA ADITIVADA;17/01/22;7,149
SE;RJ;CAMPOS DOS GOYTACAZES;GASOLINA;17/01/22;7,299
SE;RJ;CAMPOS DOS GOYTACAZES;ETANOL;17/01/22;5,799
SE;RJ;CAMPOS DOS GOYTACAZES;GASOLINA ADITIVADA;17/01/22;7,349
SE;RJ;NITEROI;GASOLINA;17/01/22;7,496
SE;RJ;NITEROI;ETANOL;17/01/22;6,699
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;7,696
SE;RJ;NITEROI;GASOLINA;17/01/22;6,889
SE;RJ;NITEROI;ETANOL;17/01/22;5,589
SE;RJ;NITEROI;GASOLINA;17/01/22;7,799
SE;RJ;NITEROI;ETANOL;17/01/22;6,999
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;7,999
SE;RJ;NITEROI;GASOLINA;17/01/22;6,999
SE;RJ;NITEROI;ETANOL;17/01/22;5,699
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;7,099
SE;RJ;NITEROI;GASOLINA;17/01/22;7,499
SE;RJ;NITEROI;ETANOL;17/01/22;6,599
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;7,599
SE;RJ;NITEROI;GASOLINA;17/01/22;6,999
SE;RJ;NITEROI;ETANOL;17/01/22;5,899
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;7,199
SE;RJ;NITEROI;GASOLINA;17/01/22;6,949
SE;RJ;NITEROI;ETANOL;17/01/22;5,749
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;7,049
SE;RJ;NITEROI;GASOLINA;17/01/22;7,399
SE;RJ;NITEROI;ETANOL;17/01/22;6,999
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;7,499
SE;RJ;NITEROI;GASOLINA;17/01/22;7,199
SE;RJ;NITEROI;ETANOL;17/01/22;5,999
SE;RJ;NITEROI;GASOLINA;17/01/22;7,199
SE;RJ;NITEROI;ETANOL;17/01/22;5,999
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;7,399
SE;RJ;NITEROI;GASOLINA;17/01/22;6,899
SE;RJ;NITEROI;ETANOL;17/01/22;5,589
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;6,959
SE;RJ;NITEROI;GASOLINA;17/01/22;6,949
SE;RJ;NITEROI;ETANOL;17/01/22;5,799
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;6,999
SE;RJ;NITEROI;GASOLINA;17/01/22;7,599
SE;RJ;NITEROI;ETANOL;17/01/22;6,999
SE;RJ;NITEROI;GASOLINA ADITIVADA;17/01/22;7,799
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;7,099
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;5,799
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;17/01/22;7,199
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;7,299
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;5,999
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;17/01/22;7,449
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;7,299
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;6,099
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;17/01/22;7,449
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;7,299
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;5,999
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;17/01/22;7,399
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;7,079
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;6,399
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;17/01/22;7,279
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;7,099
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;5,699
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;17/01/22;7,099
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;6,859
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;5,499
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;7,299
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;6,099
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;17/01/22;7,449
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;7,199
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;5,999
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;17/01/22;7,399
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;6,999
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;5,799
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;17/01/22;7,099
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;6,889
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;5,589
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;6,799
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;5,499
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;7,299
SE;RJ;RIO DE JANEIRO;ETANOL;17/01/22;6,399
SE;RJ;RIO DE JANEIRO;GASOLINA ADITIVADA;17/01/22;7,399
SE;RJ;RIO DE JANEIRO;GASOLINA;17/01/22;7,299
